"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","89737","3322"
"Any Chronic Condition","Male","71351","3797"
"Any Chronic Condition","Total","161687","7124"
"Any Chronic Condition","Unknown","599","5"
"Cardiovascular Disease","Female","22695","1997"
"Cardiovascular Disease","Male","20291","2331"
"Cardiovascular Disease","Total","43108","4329"
"Cardiovascular Disease","Unknown","122","1"
"Chronic Liver Disease","Female","1038","94"
"Chronic Liver Disease","Male","906","132"
"Chronic Liver Disease","Total","1951","226"
"Chronic Liver Disease","Unknown","7","0"
"Chronic Lung Disease","Female","24474","954"
"Chronic Lung Disease","Male","15458","955"
"Chronic Lung Disease","Total","40079","1910"
"Chronic Lung Disease","Unknown","147","1"
"Chronic Renal Disease","Female","4399","779"
"Chronic Renal Disease","Male","4237","938"
"Chronic Renal Disease","Total","8665","1718"
"Chronic Renal Disease","Unknown","29","1"
"Currently Pregnant","Female","3956","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","3965","6"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","23283","1382"
"Diabetes Mellitus","Male","19930","1700"
"Diabetes Mellitus","Total","43351","3085"
"Diabetes Mellitus","Unknown","138","3"
"ICU","Female","3654","1417"
"ICU","Male","4727","1891"
"ICU","Total","8400","3310"
"ICU","Unknown","19","2"
"Immunocompromised Condition","Female","8376","400"
"Immunocompromised Condition","Male","4973","485"
"Immunocompromised Condition","Total","13378","885"
"Immunocompromised Condition","Unknown","29","0"
"Missing/Unknown status on all conditions","Female","186887","774"
"Missing/Unknown status on all conditions","Male","169462","943"
"Missing/Unknown status on all conditions","Total","365931","1724"
"Missing/Unknown status on all conditions","Unknown","9582","7"
"Neurologic/Neurodevelopmental","Female","6288","920"
"Neurologic/Neurodevelopmental","Male","4551","838"
"Neurologic/Neurodevelopmental","Total","10885","1759"
"Neurologic/Neurodevelopmental","Unknown","46","1"
"None of the above conditions","Female","203395","4543"
"None of the above conditions","Male","163198","5013"
"None of the above conditions","Total","368360","9569"
"None of the above conditions","Unknown","1767","13"
"Other Chronic Diseases","Female","29668","1714"
"Other Chronic Diseases","Male","19781","1753"
"Other Chronic Diseases","Total","49648","3468"
"Other Chronic Diseases","Unknown","199","1"
"Smoker","Female","20808","472"
"Smoker","Male","25805","905"
"Smoker","Total","46745","1377"
"Smoker","Unknown","132","0"
"Total with completed information","Female","212983","5144"
"Total with completed information","Male","171674","5729"
"Total with completed information","Total","386517","10889"
"Total with completed information","Unknown","1860","16"
