"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","113210","4312"
"Any Chronic Condition","Male","90091","4987"
"Any Chronic Condition","Total","203854","9305"
"Any Chronic Condition","Unknown","553","6"
"Any Disability","Female","8127","1188"
"Any Disability","Male","6139","1084"
"Any Disability","Total","14302","2276"
"Any Disability","Unknown","36","4"
"Cardiovascular Disease","Female","25020","2419"
"Cardiovascular Disease","Male","22730","2915"
"Cardiovascular Disease","Total","47836","5336"
"Cardiovascular Disease","Unknown","86","2"
"Chronic Liver Disease","Female","1277","121"
"Chronic Liver Disease","Male","1116","173"
"Chronic Liver Disease","Total","2400","294"
"Chronic Liver Disease","Unknown","7","0"
"Chronic Lung Disease","Female","29763","1205"
"Chronic Lung Disease","Male","18955","1259"
"Chronic Lung Disease","Total","48843","2464"
"Chronic Lung Disease","Unknown","125","0"
"Chronic Renal Disease","Female","5161","985"
"Chronic Renal Disease","Male","5075","1228"
"Chronic Renal Disease","Total","10259","2214"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4780","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4790","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","27565","1769"
"Diabetes Mellitus","Male","23854","2207"
"Diabetes Mellitus","Total","51536","3978"
"Diabetes Mellitus","Unknown","117","2"
"Hypertension/High blood pressure","Female","15152","589"
"Hypertension/High blood pressure","Male","11935","672"
"Hypertension/High blood pressure","Total","27182","1263"
"Hypertension/High blood pressure","Unknown","95","2"
"ICU","Female","4320","1760"
"ICU","Male","5550","2392"
"ICU","Total","9887","4155"
"ICU","Unknown","17","3"
"Immunocompromised Condition","Female","10159","546"
"Immunocompromised Condition","Male","5985","638"
"Immunocompromised Condition","Total","16176","1185"
"Immunocompromised Condition","Unknown","32","1"
"Missing/Unknown status on all conditions","Female","203367","846"
"Missing/Unknown status on all conditions","Male","186175","1032"
"Missing/Unknown status on all conditions","Total","398636","1885"
"Missing/Unknown status on all conditions","Unknown","9094","7"
"None of the above conditions","Female","248548","6502"
"None of the above conditions","Male","201255","7373"
"None of the above conditions","Total","451474","13885"
"None of the above conditions","Unknown","1671","10"
"Obesity (BMI>40)","Female","5221","124"
"Obesity (BMI>40)","Male","2855","120"
"Obesity (BMI>40)","Total","8094","244"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","33246","2000"
"Other Chronic Diseases","Male","21985","2062"
"Other Chronic Diseases","Total","55383","4064"
"Other Chronic Diseases","Unknown","152","2"
"Smoker","Female","25656","617"
"Smoker","Male","31727","1216"
"Smoker","Total","57498","1833"
"Smoker","Unknown","115","0"
"Total with completed information","Female","258854","7196"
"Total with completed information","Male","210362","8148"
"Total with completed information","Total","470954","15356"
"Total with completed information","Unknown","1738","12"
