"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","126017","4848"
"Any Chronic Condition","Male","100285","5525"
"Any Chronic Condition","Total","226750","10375"
"Any Chronic Condition","Unknown","448","2"
"Any Disability","Female","9342","1343"
"Any Disability","Male","7158","1192"
"Any Disability","Total","16530","2536"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","26382","2657"
"Cardiovascular Disease","Male","24016","3170"
"Cardiovascular Disease","Total","50465","5827"
"Cardiovascular Disease","Unknown","67","0"
"Chronic Liver Disease","Female","1427","135"
"Chronic Liver Disease","Male","1242","199"
"Chronic Liver Disease","Total","2673","334"
"Chronic Liver Disease","Unknown","4","0"
"Chronic Lung Disease","Female","33089","1356"
"Chronic Lung Disease","Male","21041","1402"
"Chronic Lung Disease","Total","54227","2758"
"Chronic Lung Disease","Unknown","97","0"
"Chronic Renal Disease","Female","5643","1110"
"Chronic Renal Disease","Male","5559","1376"
"Chronic Renal Disease","Total","11218","2486"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","5475","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5480","6"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","30212","1996"
"Diabetes Mellitus","Male","26071","2461"
"Diabetes Mellitus","Total","56373","4458"
"Diabetes Mellitus","Unknown","90","1"
"Hypertension/High blood pressure","Female","20946","962"
"Hypertension/High blood pressure","Male","16544","1019"
"Hypertension/High blood pressure","Total","37574","1981"
"Hypertension/High blood pressure","Unknown","84","0"
"ICU","Female","4950","2001"
"ICU","Male","6309","2684"
"ICU","Total","11271","4686"
"ICU","Unknown","12","1"
"Immunocompromised Condition","Female","10448","597"
"Immunocompromised Condition","Male","6094","683"
"Immunocompromised Condition","Total","16567","1280"
"Immunocompromised Condition","Unknown","25","0"
"Missing/Unknown status on all conditions","Female","199287","842"
"Missing/Unknown status on all conditions","Male","183988","1008"
"Missing/Unknown status on all conditions","Total","390265","1851"
"Missing/Unknown status on all conditions","Unknown","6990","1"
"None of the above conditions","Female","278084","7218"
"None of the above conditions","Male","226316","8116"
"None of the above conditions","Total","505813","15335"
"None of the above conditions","Unknown","1413","1"
"Obesity (BMI>40)","Female","7303","215"
"Obesity (BMI>40)","Male","3979","188"
"Obesity (BMI>40)","Total","11295","403"
"Obesity (BMI>40)","Unknown","13","0"
"Other Chronic Diseases","Female","35086","2175"
"Other Chronic Diseases","Male","23100","2210"
"Other Chronic Diseases","Total","58303","4385"
"Other Chronic Diseases","Unknown","117","0"
"Smoker","Female","28899","739"
"Smoker","Male","35623","1400"
"Smoker","Total","64621","2139"
"Smoker","Unknown","99","0"
"Total with completed information","Female","288146","7904"
"Total with completed information","Male","235118","8887"
"Total with completed information","Total","524719","16793"
"Total with completed information","Unknown","1455","2"
