"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","148368","5682"
"Any Chronic Condition","Male","117094","6503"
"Any Chronic Condition","Total","265811","12189"
"Any Chronic Condition","Unknown","349","4"
"Any Disability","Female","10918","1487"
"Any Disability","Male","8636","1356"
"Any Disability","Total","19575","2843"
"Any Disability","Unknown","21","0"
"Cardiovascular Disease","Female","28754","2908"
"Cardiovascular Disease","Male","26305","3547"
"Cardiovascular Disease","Total","55108","6458"
"Cardiovascular Disease","Unknown","49","3"
"Chronic Liver Disease","Female","1677","151"
"Chronic Liver Disease","Male","1454","229"
"Chronic Liver Disease","Total","3133","380"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","39800","1605"
"Chronic Lung Disease","Male","25627","1627"
"Chronic Lung Disease","Total","65505","3233"
"Chronic Lung Disease","Unknown","78","1"
"Chronic Renal Disease","Female","6468","1252"
"Chronic Renal Disease","Male","6265","1572"
"Chronic Renal Disease","Total","12742","2825"
"Chronic Renal Disease","Unknown","9","1"
"Currently Pregnant","Female","7361","14"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7364","14"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","34303","2346"
"Diabetes Mellitus","Male","29309","2859"
"Diabetes Mellitus","Total","63678","5208"
"Diabetes Mellitus","Unknown","66","3"
"Hypertension/High blood pressure","Female","28519","1408"
"Hypertension/High blood pressure","Male","22309","1539"
"Hypertension/High blood pressure","Total","50918","2948"
"Hypertension/High blood pressure","Unknown","90","1"
"ICU","Female","5906","2449"
"ICU","Male","7476","3286"
"ICU","Total","13408","5738"
"ICU","Unknown","26","3"
"Immunocompromised Condition","Female","9644","576"
"Immunocompromised Condition","Male","5636","661"
"Immunocompromised Condition","Total","15291","1237"
"Immunocompromised Condition","Unknown","11","0"
"Missing/Unknown status on all conditions","Female","313011","1120"
"Missing/Unknown status on all conditions","Male","290877","1276"
"Missing/Unknown status on all conditions","Total","612620","2398"
"Missing/Unknown status on all conditions","Unknown","8732","2"
"None of the above conditions","Female","345467","9525"
"None of the above conditions","Male","276315","10949"
"None of the above conditions","Total","623129","20481"
"None of the above conditions","Unknown","1347","7"
"Obesity (BMI>40)","Female","10249","332"
"Obesity (BMI>40)","Male","5579","301"
"Obesity (BMI>40)","Total","15846","633"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","37266","2348"
"Other Chronic Diseases","Male","24387","2378"
"Other Chronic Diseases","Total","61724","4726"
"Other Chronic Diseases","Unknown","71","0"
"Smoker","Female","35137","890"
"Smoker","Male","41785","1623"
"Smoker","Total","77005","2514"
"Smoker","Unknown","83","1"
"Total with completed information","Female","358938","10295"
"Total with completed information","Male","287315","11807"
"Total with completed information","Total","647642","22111"
"Total with completed information","Unknown","1389","9"
