"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","46849","2253"
"Any Chronic Condition","Male","38333","2479"
"Any Chronic Condition","Total","85607","4734"
"Any Chronic Condition","Unknown","425","2"
"Cardiovascular Disease","Female","14909","1460"
"Cardiovascular Disease","Male","12687","1638"
"Cardiovascular Disease","Total","27693","3098"
"Cardiovascular Disease","Unknown","97","0"
"Chronic Liver Disease","Female","588","62"
"Chronic Liver Disease","Male","527","87"
"Chronic Liver Disease","Total","1118","149"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","13433","671"
"Chronic Lung Disease","Male","8470","651"
"Chronic Lung Disease","Total","22043","1322"
"Chronic Lung Disease","Unknown","140","0"
"Chronic Renal Disease","Female","2791","570"
"Chronic Renal Disease","Male","2579","666"
"Chronic Renal Disease","Total","5392","1236"
"Chronic Renal Disease","Unknown","22","0"
"Currently Pregnant","Female","2449","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2460","4"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","13845","951"
"Diabetes Mellitus","Male","11581","1159"
"Diabetes Mellitus","Total","25535","2112"
"Diabetes Mellitus","Unknown","109","2"
"ICU","Female","2604","966"
"ICU","Male","3312","1304"
"ICU","Total","5940","2273"
"ICU","Unknown","24","3"
"Immunocompromised Condition","Female","4455","277"
"Immunocompromised Condition","Male","2765","325"
"Immunocompromised Condition","Total","7248","602"
"Immunocompromised Condition","Unknown","28","0"
"Missing/Unknown status on all conditions","Female","72956","610"
"Missing/Unknown status on all conditions","Male","69107","708"
"Missing/Unknown status on all conditions","Total","147719","1322"
"Missing/Unknown status on all conditions","Unknown","5656","4"
"Neurologic/Neurodevelopmental","Female","3497","661"
"Neurologic/Neurodevelopmental","Male","2390","575"
"Neurologic/Neurodevelopmental","Total","5917","1236"
"Neurologic/Neurodevelopmental","Unknown","30","0"
"None of the above conditions","Female","110424","2798"
"None of the above conditions","Male","88978","2943"
"None of the above conditions","Total","200769","5741"
"None of the above conditions","Unknown","1367","0"
"Other Chronic Diseases","Female","7390","704"
"Other Chronic Diseases","Male","4746","701"
"Other Chronic Diseases","Total","12184","1405"
"Other Chronic Diseases","Unknown","48","0"
"Smoker","Female","11908","296"
"Smoker","Male","15305","587"
"Smoker","Total","27334","883"
"Smoker","Unknown","121","0"
"Total with completed information","Female","115556","3213"
"Total with completed information","Male","93520","3418"
"Total with completed information","Total","210506","6633"
"Total with completed information","Unknown","1430","2"
