"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","115760","4406"
"Any Chronic Condition","Male","92048","5077"
"Any Chronic Condition","Total","208356","9491"
"Any Chronic Condition","Unknown","548","8"
"Any Disability","Female","8338","1220"
"Any Disability","Male","6326","1106"
"Any Disability","Total","14703","2331"
"Any Disability","Unknown","39","5"
"Cardiovascular Disease","Female","25298","2468"
"Cardiovascular Disease","Male","22983","2960"
"Cardiovascular Disease","Total","48366","5431"
"Cardiovascular Disease","Unknown","85","3"
"Chronic Liver Disease","Female","1307","123"
"Chronic Liver Disease","Male","1139","177"
"Chronic Liver Disease","Total","2454","301"
"Chronic Liver Disease","Unknown","8","1"
"Chronic Lung Disease","Female","30448","1240"
"Chronic Lung Disease","Male","19358","1286"
"Chronic Lung Disease","Total","49937","2528"
"Chronic Lung Disease","Unknown","131","2"
"Chronic Renal Disease","Female","5248","1002"
"Chronic Renal Disease","Male","5168","1256"
"Chronic Renal Disease","Total","10439","2259"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4898","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4908","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","28066","1799"
"Diabetes Mellitus","Male","24264","2245"
"Diabetes Mellitus","Total","52444","4048"
"Diabetes Mellitus","Unknown","114","4"
"Hypertension/High blood pressure","Female","16173","623"
"Hypertension/High blood pressure","Male","12678","711"
"Hypertension/High blood pressure","Total","28950","1338"
"Hypertension/High blood pressure","Unknown","99","4"
"ICU","Female","4419","1792"
"ICU","Male","5669","2434"
"ICU","Total","10105","4230"
"ICU","Unknown","17","4"
"Immunocompromised Condition","Female","10375","559"
"Immunocompromised Condition","Male","6099","652"
"Immunocompromised Condition","Total","16506","1213"
"Immunocompromised Condition","Unknown","32","2"
"Missing/Unknown status on all conditions","Female","203971","850"
"Missing/Unknown status on all conditions","Male","187062","1036"
"Missing/Unknown status on all conditions","Total","400072","1894"
"Missing/Unknown status on all conditions","Unknown","9039","8"
"None of the above conditions","Female","254275","6668"
"None of the above conditions","Male","205975","7528"
"None of the above conditions","Total","461897","14207"
"None of the above conditions","Unknown","1647","11"
"Obesity (BMI>40)","Female","5612","132"
"Obesity (BMI>40)","Male","3035","124"
"Obesity (BMI>40)","Total","8664","257"
"Obesity (BMI>40)","Unknown","17","1"
"Other Chronic Diseases","Female","33585","2035"
"Other Chronic Diseases","Male","22150","2088"
"Other Chronic Diseases","Total","55886","4126"
"Other Chronic Diseases","Unknown","151","3"
"Smoker","Female","26299","638"
"Smoker","Male","32487","1246"
"Smoker","Total","58902","1884"
"Smoker","Unknown","116","0"
"Total with completed information","Female","264620","7368"
"Total with completed information","Male","215095","8303"
"Total with completed information","Total","481426","15684"
"Total with completed information","Unknown","1711","13"
