"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","46027","2221"
"Any Chronic Condition","Male","37593","2450"
"Any Chronic Condition","Total","84041","4673"
"Any Chronic Condition","Unknown","421","2"
"Cardiovascular Disease","Female","14651","1440"
"Cardiovascular Disease","Male","12451","1618"
"Cardiovascular Disease","Total","27197","3058"
"Cardiovascular Disease","Unknown","95","0"
"Chronic Liver Disease","Female","581","62"
"Chronic Liver Disease","Male","520","87"
"Chronic Liver Disease","Total","1104","149"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","13196","664"
"Chronic Lung Disease","Male","8297","643"
"Chronic Lung Disease","Total","21634","1307"
"Chronic Lung Disease","Unknown","141","0"
"Chronic Renal Disease","Female","2756","559"
"Chronic Renal Disease","Male","2542","658"
"Chronic Renal Disease","Total","5319","1217"
"Chronic Renal Disease","Unknown","21","0"
"Currently Pregnant","Female","2416","4"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2427","4"
"Currently Pregnant","Unknown","11","0"
"Diabetes Mellitus","Female","13599","940"
"Diabetes Mellitus","Male","11385","1147"
"Diabetes Mellitus","Total","25091","2089"
"Diabetes Mellitus","Unknown","107","2"
"ICU","Female","2568","948"
"ICU","Male","3266","1281"
"ICU","Total","5859","2231"
"ICU","Unknown","25","2"
"Immunocompromised Condition","Female","4363","274"
"Immunocompromised Condition","Male","2718","324"
"Immunocompromised Condition","Total","7111","598"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","72472","601"
"Missing/Unknown status on all conditions","Male","68670","701"
"Missing/Unknown status on all conditions","Total","146829","1305"
"Missing/Unknown status on all conditions","Unknown","5687","3"
"Neurologic/Neurodevelopmental","Female","3440","653"
"Neurologic/Neurodevelopmental","Male","2349","571"
"Neurologic/Neurodevelopmental","Total","5819","1224"
"Neurologic/Neurodevelopmental","Unknown","30","0"
"None of the above conditions","Female","108334","2756"
"None of the above conditions","Male","87187","2901"
"None of the above conditions","Total","196877","5657"
"None of the above conditions","Unknown","1356","0"
"Other Chronic Diseases","Female","7289","700"
"Other Chronic Diseases","Male","4681","695"
"Other Chronic Diseases","Total","12018","1395"
"Other Chronic Diseases","Unknown","48","0"
"Smoker","Female","11698","291"
"Smoker","Male","15006","575"
"Smoker","Total","26824","866"
"Smoker","Unknown","120","0"
"Total with completed information","Female","113428","3165"
"Total with completed information","Male","91697","3372"
"Total with completed information","Total","206543","6539"
"Total with completed information","Unknown","1418","2"
