"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","94501","3545"
"Any Chronic Condition","Male","75398","4098"
"Any Chronic Condition","Total","170533","7646"
"Any Chronic Condition","Unknown","634","3"
"Cardiovascular Disease","Female","23399","2096"
"Cardiovascular Disease","Male","21031","2500"
"Cardiovascular Disease","Total","44555","4598"
"Cardiovascular Disease","Unknown","125","2"
"Chronic Liver Disease","Female","1108","100"
"Chronic Liver Disease","Male","955","140"
"Chronic Liver Disease","Total","2072","240"
"Chronic Liver Disease","Unknown","9","0"
"Chronic Lung Disease","Female","25895","1021"
"Chronic Lung Disease","Male","16458","1037"
"Chronic Lung Disease","Total","42508","2059"
"Chronic Lung Disease","Unknown","155","1"
"Chronic Renal Disease","Female","4615","820"
"Chronic Renal Disease","Male","4481","1025"
"Chronic Renal Disease","Total","9126","1846"
"Chronic Renal Disease","Unknown","30","1"
"Currently Pregnant","Female","4166","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4175","6"
"Currently Pregnant","Unknown","9","0"
"Diabetes Mellitus","Female","24543","1473"
"Diabetes Mellitus","Male","21053","1838"
"Diabetes Mellitus","Total","45739","3313"
"Diabetes Mellitus","Unknown","143","2"
"ICU","Female","3799","1504"
"ICU","Male","4944","2032"
"ICU","Total","8762","3538"
"ICU","Unknown","19","2"
"Immunocompromised Condition","Female","8834","434"
"Immunocompromised Condition","Male","5247","518"
"Immunocompromised Condition","Total","14117","952"
"Immunocompromised Condition","Unknown","36","0"
"Missing/Unknown status on all conditions","Female","195548","817"
"Missing/Unknown status on all conditions","Male","177609","1000"
"Missing/Unknown status on all conditions","Total","382792","1828"
"Missing/Unknown status on all conditions","Unknown","9635","11"
"Neurologic/Neurodevelopmental","Female","6788","976"
"Neurologic/Neurodevelopmental","Male","5019","892"
"Neurologic/Neurodevelopmental","Total","11858","1869"
"Neurologic/Neurodevelopmental","Unknown","51","1"
"None of the above conditions","Female","215623","5073"
"None of the above conditions","Male","173424","5713"
"None of the above conditions","Total","390911","10797"
"None of the above conditions","Unknown","1864","11"
"Other Chronic Diseases","Female","30772","1784"
"Other Chronic Diseases","Male","20461","1828"
"Other Chronic Diseases","Total","51443","3612"
"Other Chronic Diseases","Unknown","210","0"
"Smoker","Female","22115","504"
"Smoker","Male","27454","985"
"Smoker","Total","49719","1489"
"Smoker","Unknown","150","0"
"Total with completed information","Female","225558","5705"
"Total with completed information","Male","182195","6451"
"Total with completed information","Total","409717","12169"
"Total with completed information","Unknown","1964","13"
