"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","122386","4712"
"Any Chronic Condition","Male","97379","5422"
"Any Chronic Condition","Total","220230","10136"
"Any Chronic Condition","Unknown","465","2"
"Any Disability","Female","8989","1301"
"Any Disability","Male","6872","1170"
"Any Disability","Total","15890","2472"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","25931","2596"
"Cardiovascular Disease","Male","23630","3108"
"Cardiovascular Disease","Total","49633","5705"
"Cardiovascular Disease","Unknown","72","1"
"Chronic Liver Disease","Female","1387","131"
"Chronic Liver Disease","Male","1200","190"
"Chronic Liver Disease","Total","2593","321"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","32124","1325"
"Chronic Lung Disease","Male","20422","1369"
"Chronic Lung Disease","Total","52646","2694"
"Chronic Lung Disease","Unknown","100","0"
"Chronic Renal Disease","Female","5504","1084"
"Chronic Renal Disease","Male","5413","1345"
"Chronic Renal Disease","Total","10936","2429"
"Chronic Renal Disease","Unknown","19","0"
"Currently Pregnant","Female","5257","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5263","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29403","1936"
"Diabetes Mellitus","Male","25409","2417"
"Diabetes Mellitus","Total","54904","4354"
"Diabetes Mellitus","Unknown","92","1"
"Hypertension/High blood pressure","Female","19162","862"
"Hypertension/High blood pressure","Male","15104","938"
"Hypertension/High blood pressure","Total","34361","1800"
"Hypertension/High blood pressure","Unknown","95","0"
"ICU","Female","4754","1947"
"ICU","Male","6083","2617"
"ICU","Total","10850","4565"
"ICU","Unknown","13","1"
"Immunocompromised Condition","Female","10971","615"
"Immunocompromised Condition","Male","6399","707"
"Immunocompromised Condition","Total","17400","1322"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","199733","843"
"Missing/Unknown status on all conditions","Male","184001","1008"
"Missing/Unknown status on all conditions","Total","391178","1853"
"Missing/Unknown status on all conditions","Unknown","7444","2"
"None of the above conditions","Female","269477","7066"
"None of the above conditions","Male","219038","7967"
"None of the above conditions","Total","489943","15035"
"None of the above conditions","Unknown","1428","2"
"Obesity (BMI>40)","Female","6698","188"
"Obesity (BMI>40)","Male","3632","169"
"Obesity (BMI>40)","Total","10345","357"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34635","2123"
"Other Chronic Diseases","Male","22829","2174"
"Other Chronic Diseases","Total","57584","4297"
"Other Chronic Diseases","Unknown","120","0"
"Smoker","Female","27941","716"
"Smoker","Male","34464","1368"
"Smoker","Total","62509","2084"
"Smoker","Unknown","104","0"
"Total with completed information","Female","279545","7753"
"Total with completed information","Male","227871","8739"
"Total with completed information","Total","508889","16495"
"Total with completed information","Unknown","1473","3"
