"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","178348","6412"
"Any Chronic Condition","Male","137122","7464"
"Any Chronic Condition","Total","315865","13882"
"Any Chronic Condition","Unknown","395","6"
"Any Disability","Female","12991","1656"
"Any Disability","Male","10598","1556"
"Any Disability","Total","23622","3213"
"Any Disability","Unknown","33","1"
"Cardiovascular Disease","Female","31944","3225"
"Cardiovascular Disease","Male","29204","3964"
"Cardiovascular Disease","Total","61199","7192"
"Cardiovascular Disease","Unknown","51","3"
"Chronic Liver Disease","Female","2039","180"
"Chronic Liver Disease","Male","1740","276"
"Chronic Liver Disease","Total","3781","456"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","48425","1860"
"Chronic Lung Disease","Male","30924","1886"
"Chronic Lung Disease","Total","79459","3746"
"Chronic Lung Disease","Unknown","110","0"
"Chronic Renal Disease","Female","7424","1422"
"Chronic Renal Disease","Male","7211","1798"
"Chronic Renal Disease","Total","14647","3223"
"Chronic Renal Disease","Unknown","12","3"
"Currently Pregnant","Female","11363","26"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11370","26"
"Currently Pregnant","Unknown","7","0"
"Diabetes Mellitus","Female","39561","2658"
"Diabetes Mellitus","Male","33378","3243"
"Diabetes Mellitus","Total","73020","5903"
"Diabetes Mellitus","Unknown","81","2"
"Hypertension/High blood pressure","Female","37801","1865"
"Hypertension/High blood pressure","Male","29427","2091"
"Hypertension/High blood pressure","Total","67328","3958"
"Hypertension/High blood pressure","Unknown","100","2"
"ICU","Female","6787","2838"
"ICU","Male","8570","3792"
"ICU","Total","15387","6632"
"ICU","Unknown","30","2"
"Immunocompromised Condition","Female","9293","547"
"Immunocompromised Condition","Male","5343","609"
"Immunocompromised Condition","Total","14648","1156"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","559018","1327"
"Missing/Unknown status on all conditions","Male","493012","1523"
"Missing/Unknown status on all conditions","Total","1065765","2852"
"Missing/Unknown status on all conditions","Unknown","13735","2"
"None of the above conditions","Female","458103","11609"
"None of the above conditions","Male","355668","13526"
"None of the above conditions","Total","815558","25142"
"None of the above conditions","Unknown","1787","7"
"Obesity (BMI>40)","Female","13874","461"
"Obesity (BMI>40)","Male","7404","440"
"Obesity (BMI>40)","Total","21301","902"
"Obesity (BMI>40)","Unknown","23","1"
"Other Chronic Diseases","Female","40358","2603"
"Other Chronic Diseases","Male","26196","2673"
"Other Chronic Diseases","Total","66619","5277"
"Other Chronic Diseases","Unknown","65","1"
"Smoker","Female","42308","1021"
"Smoker","Male","48959","1937"
"Smoker","Total","91349","2958"
"Smoker","Unknown","82","0"
"Total with completed information","Female","475763","12433"
"Total with completed information","Male","367970","14432"
"Total with completed information","Total","845568","26874"
"Total with completed information","Unknown","1835","9"
