"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","141449","5273"
"Any Chronic Condition","Male","111657","6045"
"Any Chronic Condition","Total","253468","11319"
"Any Chronic Condition","Unknown","362","1"
"Any Disability","Female","10373","1437"
"Any Disability","Male","8059","1299"
"Any Disability","Total","18456","2736"
"Any Disability","Unknown","24","0"
"Cardiovascular Disease","Female","28081","2779"
"Cardiovascular Disease","Male","25613","3378"
"Cardiovascular Disease","Total","53744","6157"
"Cardiovascular Disease","Unknown","50","0"
"Chronic Liver Disease","Female","1590","144"
"Chronic Liver Disease","Male","1383","219"
"Chronic Liver Disease","Total","2976","363"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","37686","1471"
"Chronic Lung Disease","Male","24184","1514"
"Chronic Lung Disease","Total","61943","2985"
"Chronic Lung Disease","Unknown","73","0"
"Chronic Renal Disease","Female","6235","1176"
"Chronic Renal Disease","Male","6054","1493"
"Chronic Renal Disease","Total","12298","2669"
"Chronic Renal Disease","Unknown","9","0"
"Currently Pregnant","Female","6840","11"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6843","11"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","33013","2175"
"Diabetes Mellitus","Male","28256","2664"
"Diabetes Mellitus","Total","61343","4840"
"Diabetes Mellitus","Unknown","74","1"
"Hypertension/High blood pressure","Female","25986","1176"
"Hypertension/High blood pressure","Male","20403","1282"
"Hypertension/High blood pressure","Total","46484","2458"
"Hypertension/High blood pressure","Unknown","95","0"
"ICU","Female","5553","2232"
"ICU","Male","7053","2961"
"ICU","Total","12626","5194"
"ICU","Unknown","20","1"
"Immunocompromised Condition","Female","9920","580"
"Immunocompromised Condition","Male","5785","668"
"Immunocompromised Condition","Total","15720","1248"
"Immunocompromised Condition","Unknown","15","0"
"Missing/Unknown status on all conditions","Female","302037","1038"
"Missing/Unknown status on all conditions","Male","278019","1197"
"Missing/Unknown status on all conditions","Total","588605","2236"
"Missing/Unknown status on all conditions","Unknown","8549","1"
"None of the above conditions","Female","323518","8313"
"None of the above conditions","Male","259756","9445"
"None of the above conditions","Total","584511","17761"
"None of the above conditions","Unknown","1237","3"
"Obesity (BMI>40)","Female","9219","266"
"Obesity (BMI>40)","Male","5021","240"
"Obesity (BMI>40)","Total","14260","506"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","36655","2253"
"Other Chronic Diseases","Male","24008","2307"
"Other Chronic Diseases","Total","60742","4560"
"Other Chronic Diseases","Unknown","79","0"
"Smoker","Female","33137","810"
"Smoker","Male","39725","1519"
"Smoker","Total","72944","2329"
"Smoker","Unknown","82","0"
"Total with completed information","Female","336654","9051"
"Total with completed information","Male","270632","10272"
"Total with completed information","Total","608577","19327"
"Total with completed information","Unknown","1291","4"
