"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","53885","2445"
"Any Chronic Condition","Male","44107","2718"
"Any Chronic Condition","Total","98304","5164"
"Any Chronic Condition","Unknown","312","1"
"Cardiovascular Disease","Female","16914","1571"
"Cardiovascular Disease","Male","14520","1773"
"Cardiovascular Disease","Total","31499","3344"
"Cardiovascular Disease","Unknown","65","0"
"Chronic Liver Disease","Female","664","68"
"Chronic Liver Disease","Male","593","100"
"Chronic Liver Disease","Total","1259","168"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","15609","723"
"Chronic Lung Disease","Male","9831","723"
"Chronic Lung Disease","Total","25540","1446"
"Chronic Lung Disease","Unknown","100","0"
"Chronic Renal Disease","Female","3136","615"
"Chronic Renal Disease","Male","2872","719"
"Chronic Renal Disease","Total","6024","1334"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","2750","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2755","5"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","15654","1027"
"Diabetes Mellitus","Male","13181","1269"
"Diabetes Mellitus","Total","28914","2297"
"Diabetes Mellitus","Unknown","79","1"
"ICU","Female","2838","1061"
"ICU","Male","3612","1445"
"ICU","Total","6464","2508"
"ICU","Unknown","14","2"
"Immunocompromised Condition","Female","5194","299"
"Immunocompromised Condition","Male","3208","358"
"Immunocompromised Condition","Total","8417","657"
"Immunocompromised Condition","Unknown","15","0"
"Missing/Unknown status on all conditions","Female","84959","657"
"Missing/Unknown status on all conditions","Male","80281","749"
"Missing/Unknown status on all conditions","Total","170186","1408"
"Missing/Unknown status on all conditions","Unknown","4946","2"
"Neurologic/Neurodevelopmental","Female","3929","723"
"Neurologic/Neurodevelopmental","Male","2690","620"
"Neurologic/Neurodevelopmental","Total","6641","1343"
"Neurologic/Neurodevelopmental","Unknown","22","0"
"None of the above conditions","Female","129693","3100"
"None of the above conditions","Male","104799","3308"
"None of the above conditions","Total","235569","6409"
"None of the above conditions","Unknown","1077","1"
"Other Chronic Diseases","Female","8387","772"
"Other Chronic Diseases","Male","5338","757"
"Other Chronic Diseases","Total","13771","1529"
"Other Chronic Diseases","Unknown","46","0"
"Smoker","Female","13754","333"
"Smoker","Male","17675","660"
"Smoker","Total","31513","993"
"Smoker","Unknown","84","0"
"Total with completed information","Female","135277","3530"
"Total with completed information","Male","109733","3806"
"Total with completed information","Total","246117","7338"
"Total with completed information","Unknown","1107","2"
