"symptom date","cases","deaths","confirmed_case_hospitalization"
"2021-11-06","0","1","0"
"2021-02-23","0","1","0"
"2021-03-07","0","1","0"
"2021-05-09","0","1","0"
"2021-03-31","0","1","0"
"2021-09-14","0","1","0"
"2021-04-13","0","1","0"
"2021-01-28","0","1","0"
"2021-06-08","0","1","0"
"2021-02-06","0","1","0"
"2021-07-04","0","1","0"
"2020-12-15","0","1","0"
"2021-08-23","0","1","0"
"2021-08-25","0","1","0"
"2021-06-02","0","1","0"
"2021-11-01","0","1","0"
"2021-02-01","0","1","0"
"2021-03-12","0","1","0"
"2021-09-01","0","1","0"
"2021-01-21","0","1","0"
"2021-09-04","0","1","0"
"2021-02-15","0","1","0"
"2021-04-04","0","1","0"
"2021-06-10","0","1","0"
"2021-02-26","0","1","0"
"2020-02-01","2","0","0"
"2020-02-02","1","0","0"
"2020-02-02","2","0","0"
"2020-02-03","1","0","0"
"2020-02-03","0","0","1"
"2020-02-10","1","0","0"
"2020-02-11","1","0","0"
"2020-02-13","1","0","0"
"2020-02-13","1","0","0"
"2020-02-15","1","0","0"
"2020-02-17","1","0","0"
"2020-02-19","1","0","0"
"2020-02-19","1","0","0"
"2020-02-19","1","0","0"
"2020-02-21","2","0","1"
"2020-02-21","1","0","0"
"2020-02-23","1","0","0"
"2020-02-23","1","0","0"
"2020-02-25","2","0","0"
"2020-02-25","2","0","0"
"2020-02-26","1","0","1"
"2020-02-26","1","0","0"
"2020-02-26","1","0","0"
"2020-02-28","2","0","0"
"2020-02-29","1","0","0"
"2020-02-29","1","0","0"
"2020-02-29","1","0","0"
"2020-03-01","1","0","0"
"2020-03-01","1","0","0"
"2020-03-01","1","0","0"
"2020-03-01","1","0","0"
"2020-03-01","7","0","0"
"2020-03-01","3","0","1"
"2020-03-01","1","0","0"
"2020-03-02","1","0","0"
"2020-03-03","1","0","0"
"2020-03-03","1","0","0"
"2020-03-03","4","0","0"
"2020-03-03","1","0","0"
"2020-03-04","3","0","0"
"2020-03-04","1","0","0"
"2020-03-04","2","0","0"
"2020-03-05","4","0","0"
"2020-03-05","1","0","0"
"2020-03-05","4","0","1"
"2020-03-06","4","0","0"
"2020-03-06","2","0","0"
"2020-03-06","1","0","0"
"2020-03-06","2","0","0"
"2020-03-07","7","0","0"
"2020-03-07","3","0","1"
"2020-03-07","6","0","0"
"2020-03-08","2","0","1"
"2020-03-08","1","0","0"
"2020-03-08","1","0","0"
"2020-03-08","2","0","0"
"2020-03-08","2","0","0"
"2020-03-09","1","0","0"
"2020-03-09","11","0","0"
"2020-03-09","1","0","0"
"2020-03-09","1","0","0"
"2020-03-09","4","0","1"
"2020-03-09","3","0","0"
"2020-03-09","2","0","0"
"2020-03-09","1","0","0"
"2020-03-10","1","0","0"
"2020-03-10","7","0","2"
"2020-03-10","1","0","0"
"2020-03-10","11","0","0"
"2020-03-10","2","0","0"
"2020-03-10","2","0","0"
"2020-03-11","5","0","2"
"2020-03-11","1","0","0"
"2020-03-11","2","0","0"
"2020-03-11","8","0","2"
"2020-03-11","2","0","1"
"2020-03-11","1","0","0"
"2020-03-11","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","11","0","0"
"2020-03-12","4","0","0"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","7","0","2"
"2020-03-12","6","0","0"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","2","0","0"
"2020-03-13","13","0","0"
"2020-03-13","0","0","1"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","11","0","2"
"2020-03-13","4","0","0"
"2020-03-13","1","0","0"
"2020-03-13","2","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-14","2","0","0"
"2020-03-14","10","0","1"
"2020-03-14","1","0","1"
"2020-03-14","3","0","0"
"2020-03-14","1","0","0"
"2020-03-14","12","0","0"
"2020-03-14","3","0","0"
"2020-03-14","1","0","0"
"2020-03-14","1","0","0"
"2020-03-14","3","0","0"
"2020-03-15","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","19","1","5"
"2020-03-15","6","0","0"
"2020-03-15","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","12","0","1"
"2020-03-15","4","0","0"
"2020-03-15","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","2","0","0"
"2020-03-16","1","0","0"
"2020-03-16","1","0","0"
"2020-03-16","33","0","4"
"2020-03-16","5","0","1"
"2020-03-16","23","0","1"
"2020-03-16","7","0","0"
"2020-03-16","2","0","0"
"2020-03-16","3","0","0"
"2020-03-16","1","0","0"
"2020-03-17","0","0","1"
"2020-03-17","2","0","0"
"2020-03-17","29","1","1"
"2020-03-17","8","0","0"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-17","19","0","0"
"2020-03-17","11","0","0"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","1","0","1"
"2020-03-18","42","0","2"
"2020-03-18","8","0","2"
"2020-03-18","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","17","0","1"
"2020-03-18","6","0","1"
"2020-03-18","2","0","0"
"2020-03-18","1","0","0"
"2020-03-18","3","0","0"
"2020-03-19","1","0","0"
"2020-03-19","31","1","2"
"2020-03-19","3","0","0"
"2020-03-19","2","0","0"
"2020-03-19","2","0","0"
"2020-03-19","1","0","0"
"2020-03-19","18","0","0"
"2020-03-19","8","0","1"
"2020-03-19","0","0","1"
"2020-03-19","1","0","0"
"2020-03-19","1","0","0"
"2020-03-20","1","0","0"
"2020-03-20","3","0","0"
"2020-03-20","0","0","1"
"2020-03-20","31","1","5"
"2020-03-20","7","0","1"
"2020-03-20","3","0","0"
"2020-03-20","19","0","2"
"2020-03-20","13","0","0"
"2020-03-20","1","0","0"
"2020-03-20","1","0","0"
"2020-03-20","1","0","0"
"2020-03-21","2","0","0"
"2020-03-21","25","0","3"
"2020-03-21","2","0","2"
"2020-03-21","2","0","0"
"2020-03-21","1","0","0"
"2020-03-21","19","0","0"
"2020-03-21","4","0","0"
"2020-03-21","0","0","1"
"2020-03-21","1","0","0"
"2020-03-21","2","0","0"
"2020-03-22","1","0","1"
"2020-03-22","1","0","0"
"2020-03-22","10","0","3"
"2020-03-22","2","0","0"
"2020-03-22","1","0","0"
"2020-03-22","1","0","0"
"2020-03-22","1","0","0"
"2020-03-22","20","0","0"
"2020-03-22","6","0","0"
"2020-03-22","3","0","0"
"2020-03-23","1","0","0"
"2020-03-23","1","0","0"
"2020-03-23","1","0","0"
"2020-03-23","1","0","0"
"2020-03-23","44","0","6"
"2020-03-23","8","0","2"
"2020-03-23","1","0","0"
"2020-03-23","0","0","1"
"2020-03-23","31","0","2"
"2020-03-23","8","0","0"
"2020-03-23","4","0","0"
"2020-03-23","1","0","0"
"2020-03-23","1","0","0"
"2020-03-23","2","0","1"
"2020-03-24","3","0","0"
"2020-03-24","1","0","0"
"2020-03-24","40","0","8"
"2020-03-24","3","0","2"
"2020-03-24","1","0","1"
"2020-03-24","1","0","0"
"2020-03-24","1","0","0"
"2020-03-24","13","0","1"
"2020-03-24","7","0","0"
"2020-03-24","1","0","1"
"2020-03-24","1","0","0"
"2020-03-24","1","0","0"
"2020-03-24","2","0","0"
"2020-03-25","8","0","0"
"2020-03-25","2","0","0"
"2020-03-25","50","0","4"
"2020-03-25","12","0","4"
"2020-03-25","1","0","0"
"2020-03-25","1","0","0"
"2020-03-25","2","0","0"
"2020-03-25","13","0","0"
"2020-03-25","3","0","1"
"2020-03-25","2","0","0"
"2020-03-25","1","0","0"
"2020-03-25","1","0","0"
"2020-03-26","1","0","0"
"2020-03-26","1","0","0"
"2020-03-26","1","0","0"
"2020-03-26","33","0","12"
"2020-03-26","6","0","1"
"2020-03-26","2","0","0"
"2020-03-26","1","0","0"
"2020-03-26","21","0","0"
"2020-03-26","3","0","0"
"2020-03-26","2","0","0"
"2020-03-26","1","0","0"
"2020-03-26","0","0","1"
"2020-03-27","1","0","0"
"2020-03-27","3","0","0"
"2020-03-27","45","0","5"
"2020-03-27","10","0","3"
"2020-03-27","2","0","0"
"2020-03-27","2","0","0"
"2020-03-27","21","0","1"
"2020-03-27","8","0","0"
"2020-03-27","3","0","0"
"2020-03-28","2","0","0"
"2020-03-28","1","0","0"
"2020-03-28","1","0","0"
"2020-03-28","25","0","5"
"2020-03-28","5","0","0"
"2020-03-28","1","0","0"
"2020-03-28","1","0","0"
"2020-03-28","2","0","0"
"2020-03-28","1","0","0"
"2020-03-28","19","0","1"
"2020-03-28","7","0","3"
"2020-03-28","1","0","0"
"2020-03-28","1","0","0"
"2020-03-28","1","0","0"
"2020-03-28","1","0","0"
"2020-03-29","1","0","0"
"2020-03-29","25","0","3"
"2020-03-29","2","0","1"
"2020-03-29","1","0","1"
"2020-03-29","1","0","0"
"2020-03-29","15","0","0"
"2020-03-29","4","1","1"
"2020-03-29","1","0","0"
"2020-03-29","1","0","0"
"2020-03-29","1","0","0"
"2020-03-30","1","0","0"
"2020-03-30","2","0","0"
"2020-03-30","41","3","7"
"2020-03-30","13","0","1"
"2020-03-30","3","0","0"
"2020-03-30","1","0","0"
"2020-03-30","1","0","0"
"2020-03-30","25","0","3"
"2020-03-30","7","0","0"
"2020-03-30","1","0","0"
"2020-03-30","1","0","0"
"2020-03-30","1","0","0"
"2020-03-30","3","0","0"
"2020-03-30","1","0","0"
"2020-03-31","1","0","0"
"2020-03-31","35","1","9"
"2020-03-31","7","0","2"
"2020-03-31","2","0","0"
"2020-03-31","1","0","0"
"2020-03-31","1","0","0"
"2020-03-31","1","0","0"
"2020-03-31","25","0","2"
"2020-03-31","9","0","0"
"2020-03-31","2","0","0"
"2020-03-31","1","0","0"
"2020-03-31","1","0","0"
"2020-04-01","1","0","0"
"2020-04-01","1","0","0"
"2020-04-01","1","0","0"
"2020-04-01","49","0","5"
"2020-04-01","11","2","2"
"2020-04-01","1","0","0"
"2020-04-01","1","0","0"
"2020-04-01","3","0","0"
"2020-04-01","1","0","0"
"2020-04-01","30","0","2"
"2020-04-01","9","0","0"
"2020-04-01","0","0","1"
"2020-04-01","1","0","0"
"2020-04-01","3","0","0"
"2020-04-02","2","0","0"
"2020-04-02","1","0","0"
"2020-04-02","1","0","0"
"2020-04-02","36","0","6"
"2020-04-02","3","0","0"
"2020-04-02","0","0","1"
"2020-04-02","2","0","0"
"2020-04-02","1","0","0"
"2020-04-02","1","0","0"
"2020-04-02","2","0","0"
"2020-04-02","23","0","1"
"2020-04-02","7","0","1"
"2020-04-02","1","0","0"
"2020-04-02","1","0","0"
"2020-04-02","1","0","0"
"2020-04-03","2","0","0"
"2020-04-03","0","0","1"
"2020-04-03","42","4","6"
"2020-04-03","3","0","2"
"2020-04-03","0","0","1"
"2020-04-03","4","0","1"
"2020-04-03","1","0","0"
"2020-04-03","0","0","1"
"2020-04-03","1","0","0"
"2020-04-03","1","0","0"
"2020-04-03","23","0","3"
"2020-04-03","8","0","1"
"2020-04-03","4","0","1"
"2020-04-03","1","0","0"
"2020-04-03","1","0","0"
"2020-04-04","1","0","0"
"2020-04-04","2","0","0"
"2020-04-04","3","0","0"
"2020-04-04","30","0","6"
"2020-04-04","3","0","3"
"2020-04-04","1","0","0"
"2020-04-04","18","0","0"
"2020-04-04","5","0","0"
"2020-04-04","1","0","0"
"2020-04-04","1","0","0"
"2020-04-04","2","0","0"
"2020-04-04","1","0","0"
"2020-04-05","0","0","1"
"2020-04-05","1","0","0"
"2020-04-05","1","0","0"
"2020-04-05","29","2","5"
"2020-04-05","4","0","4"
"2020-04-05","1","0","0"
"2020-04-05","1","0","0"
"2020-04-05","25","0","2"
"2020-04-05","3","0","0"
"2020-04-05","2","0","0"
"2020-04-05","1","0","0"
"2020-04-05","1","0","0"
"2020-04-05","2","0","0"
"2020-04-06","1","0","0"
"2020-04-06","1","0","0"
"2020-04-06","1","0","2"
"2020-04-06","49","1","4"
"2020-04-06","2","0","1"
"2020-04-06","1","0","0"
"2020-04-06","0","0","2"
"2020-04-06","1","0","0"
"2020-04-06","3","0","0"
"2020-04-06","1","0","0"
"2020-04-06","36","0","2"
"2020-04-06","9","0","1"
"2020-04-06","1","0","0"
"2020-04-06","1","0","0"
"2020-04-06","2","0","0"
"2020-04-06","1","0","0"
"2020-04-06","1","0","0"
"2020-04-07","1","0","0"
"2020-04-07","1","0","0"
"2020-04-07","2","0","0"
"2020-04-07","1","0","0"
"2020-04-07","57","1","6"
"2020-04-07","4","1","3"
"2020-04-07","3","0","0"
"2020-04-07","4","0","0"
"2020-04-07","25","0","0"
"2020-04-07","8","0","2"
"2020-04-07","1","0","0"
"2020-04-07","1","0","0"
"2020-04-07","2","0","0"
"2020-04-08","1","0","0"
"2020-04-08","3","0","0"
"2020-04-08","1","0","0"
"2020-04-08","2","0","0"
"2020-04-08","44","0","3"
"2020-04-08","6","0","0"
"2020-04-08","1","0","0"
"2020-04-08","2","0","0"
"2020-04-08","1","0","0"
"2020-04-08","1","0","0"
"2020-04-08","1","0","0"
"2020-04-08","26","0","4"
"2020-04-08","6","0","2"
"2020-04-08","1","0","0"
"2020-04-08","1","0","0"
"2020-04-08","2","0","0"
"2020-04-08","1","0","0"
"2020-04-09","1","0","0"
"2020-04-09","2","0","0"
"2020-04-09","34","1","4"
"2020-04-09","9","0","0"
"2020-04-09","2","0","0"
"2020-04-09","1","0","1"
"2020-04-09","1","0","0"
"2020-04-09","3","0","0"
"2020-04-09","28","0","1"
"2020-04-09","6","0","0"
"2020-04-09","2","0","0"
"2020-04-09","0","0","1"
"2020-04-09","1","0","0"
"2020-04-09","2","0","0"
"2020-04-10","3","0","0"
"2020-04-10","1","0","0"
"2020-04-10","1","0","0"
"2020-04-10","51","1","4"
"2020-04-10","8","0","1"
"2020-04-10","1","0","0"
"2020-04-10","1","0","0"
"2020-04-10","1","0","0"
"2020-04-10","25","0","2"
"2020-04-10","8","0","1"
"2020-04-10","3","0","0"
"2020-04-10","1","0","0"
"2020-04-10","3","0","0"
"2020-04-10","2","0","0"
"2020-04-11","1","0","0"
"2020-04-11","1","0","0"
"2020-04-11","2","0","1"
"2020-04-11","22","0","3"
"2020-04-11","5","1","2"
"2020-04-11","1","0","0"
"2020-04-11","1","0","0"
"2020-04-11","1","0","0"
"2020-04-11","1","0","0"
"2020-04-11","14","0","2"
"2020-04-11","4","0","2"
"2020-04-11","1","0","0"
"2020-04-11","1","0","0"
"2020-04-11","3","0","0"
"2020-04-11","2","0","0"
"2020-04-11","2","0","0"
"2020-04-12","2","0","0"
"2020-04-12","1","0","0"
"2020-04-12","1","0","0"
"2020-04-12","43","0","6"
"2020-04-12","4","0","2"
"2020-04-12","2","0","0"
"2020-04-12","23","0","2"
"2020-04-12","5","0","2"
"2020-04-12","2","0","0"
"2020-04-12","1","0","0"
"2020-04-12","1","0","0"
"2020-04-13","3","0","0"
"2020-04-13","2","0","0"
"2020-04-13","55","0","6"
"2020-04-13","6","0","1"
"2020-04-13","3","0","0"
"2020-04-13","2","0","0"
"2020-04-13","26","0","1"
"2020-04-13","6","0","0"
"2020-04-13","2","0","0"
"2020-04-13","2","0","0"
"2020-04-13","1","0","1"
"2020-04-13","1","0","0"
"2020-04-14","3","0","0"
"2020-04-14","1","0","0"
"2020-04-14","2","0","0"
"2020-04-14","41","1","3"
"2020-04-14","10","0","3"
"2020-04-14","3","0","0"
"2020-04-14","0","0","1"
"2020-04-14","26","0","1"
"2020-04-14","8","0","2"
"2020-04-14","1","0","0"
"2020-04-14","1","0","0"
"2020-04-14","3","0","0"
"2020-04-14","2","0","0"
"2020-04-15","1","0","0"
"2020-04-15","1","0","0"
"2020-04-15","55","0","4"
"2020-04-15","7","0","0"
"2020-04-15","1","0","0"
"2020-04-15","2","0","0"
"2020-04-15","22","0","2"
"2020-04-15","3","1","0"
"2020-04-15","1","0","0"
"2020-04-15","4","0","0"
"2020-04-15","3","0","0"
"2020-04-16","1","0","0"
"2020-04-16","1","0","1"
"2020-04-16","1","0","0"
"2020-04-16","1","0","0"
"2020-04-16","40","0","7"
"2020-04-16","7","0","1"
"2020-04-16","1","0","0"
"2020-04-16","1","0","0"
"2020-04-16","1","0","0"
"2020-04-16","33","0","5"
"2020-04-16","3","0","0"
"2020-04-16","2","0","0"
"2020-04-16","3","0","0"
"2020-04-17","1","0","0"
"2020-04-17","1","0","0"
"2020-04-17","1","0","0"
"2020-04-17","42","2","4"
"2020-04-17","2","1","0"
"2020-04-17","1","0","0"
"2020-04-17","3","0","0"
"2020-04-17","25","0","2"
"2020-04-17","12","0","0"
"2020-04-17","1","0","0"
"2020-04-17","1","0","0"
"2020-04-18","1","0","0"
"2020-04-18","2","0","0"
"2020-04-18","30","1","3"
"2020-04-18","6","0","3"
"2020-04-18","2","0","0"
"2020-04-18","1","0","0"
"2020-04-18","23","0","2"
"2020-04-18","3","0","0"
"2020-04-18","1","0","0"
"2020-04-19","2","0","0"
"2020-04-19","20","1","2"
"2020-04-19","1","0","0"
"2020-04-19","0","0","1"
"2020-04-19","1","0","0"
"2020-04-19","26","1","2"
"2020-04-19","1","0","0"
"2020-04-19","1","0","0"
"2020-04-19","1","0","0"
"2020-04-20","1","0","0"
"2020-04-20","4","0","0"
"2020-04-20","1","0","0"
"2020-04-20","72","1","7"
"2020-04-20","10","0","0"
"2020-04-20","0","0","1"
"2020-04-20","1","0","0"
"2020-04-20","1","0","0"
"2020-04-20","39","0","5"
"2020-04-20","11","0","2"
"2020-04-20","2","0","0"
"2020-04-20","1","0","0"
"2020-04-20","0","0","1"
"2020-04-20","4","0","0"
"2020-04-20","1","0","0"
"2020-04-20","1","0","1"
"2020-04-20","1","0","0"
"2020-04-21","2","0","0"
"2020-04-21","1","0","1"
"2020-04-21","1","0","0"
"2020-04-21","53","1","2"
"2020-04-21","6","0","2"
"2020-04-21","1","0","0"
"2020-04-21","2","0","0"
"2020-04-21","1","0","0"
"2020-04-21","28","0","2"
"2020-04-21","11","0","0"
"2020-04-21","1","0","0"
"2020-04-21","2","0","0"
"2020-04-22","1","0","0"
"2020-04-22","1","0","0"
"2020-04-22","3","0","0"
"2020-04-22","1","0","0"
"2020-04-22","4","0","0"
"2020-04-22","33","0","4"
