"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","121921","4698"
"Any Chronic Condition","Male","97013","5404"
"Any Chronic Condition","Total","219403","10104"
"Any Chronic Condition","Unknown","469","2"
"Any Disability","Female","8928","1297"
"Any Disability","Male","6826","1164"
"Any Disability","Total","15784","2462"
"Any Disability","Unknown","30","1"
"Cardiovascular Disease","Female","25888","2593"
"Cardiovascular Disease","Male","23579","3098"
"Cardiovascular Disease","Total","49537","5692"
"Cardiovascular Disease","Unknown","70","1"
"Chronic Liver Disease","Female","1380","131"
"Chronic Liver Disease","Male","1197","190"
"Chronic Liver Disease","Total","2583","321"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","32010","1317"
"Chronic Lung Disease","Male","20359","1363"
"Chronic Lung Disease","Total","52473","2680"
"Chronic Lung Disease","Unknown","104","0"
"Chronic Renal Disease","Female","5491","1080"
"Chronic Renal Disease","Male","5401","1337"
"Chronic Renal Disease","Total","10911","2417"
"Chronic Renal Disease","Unknown","19","0"
"Currently Pregnant","Female","5228","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5234","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29303","1929"
"Diabetes Mellitus","Male","25340","2409"
"Diabetes Mellitus","Total","54735","4339"
"Diabetes Mellitus","Unknown","92","1"
"Hypertension/High blood pressure","Female","18914","841"
"Hypertension/High blood pressure","Male","14916","913"
"Hypertension/High blood pressure","Total","33926","1754"
"Hypertension/High blood pressure","Unknown","96","0"
"ICU","Female","4733","1938"
"ICU","Male","6042","2602"
"ICU","Total","10789","4541"
"ICU","Unknown","14","1"
"Immunocompromised Condition","Female","10924","610"
"Immunocompromised Condition","Male","6378","702"
"Immunocompromised Condition","Total","17332","1312"
"Immunocompromised Condition","Unknown","30","0"
"Missing/Unknown status on all conditions","Female","200111","843"
"Missing/Unknown status on all conditions","Male","184267","1008"
"Missing/Unknown status on all conditions","Total","392098","1853"
"Missing/Unknown status on all conditions","Unknown","7720","2"
"None of the above conditions","Female","268436","7025"
"None of the above conditions","Male","218029","7930"
"None of the above conditions","Total","487901","14958"
"None of the above conditions","Unknown","1436","3"
"Obesity (BMI>40)","Female","6620","183"
"Obesity (BMI>40)","Male","3588","168"
"Obesity (BMI>40)","Total","10223","351"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34553","2116"
"Other Chronic Diseases","Male","22770","2164"
"Other Chronic Diseases","Total","57443","4280"
"Other Chronic Diseases","Unknown","120","0"
"Smoker","Female","27827","709"
"Smoker","Male","34323","1358"
"Smoker","Total","62255","2067"
"Smoker","Unknown","105","0"
"Total with completed information","Female","278519","7716"
"Total with completed information","Male","226892","8709"
"Total with completed information","Total","506892","16429"
"Total with completed information","Unknown","1481","4"
