"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","116959","4446"
"Any Chronic Condition","Male","93088","5124"
"Any Chronic Condition","Total","210596","9578"
"Any Chronic Condition","Unknown","549","8"
"Any Disability","Female","8453","1231"
"Any Disability","Male","6441","1116"
"Any Disability","Total","14932","2352"
"Any Disability","Unknown","38","5"
"Cardiovascular Disease","Female","25419","2488"
"Cardiovascular Disease","Male","23127","2986"
"Cardiovascular Disease","Total","48632","5477"
"Cardiovascular Disease","Unknown","86","3"
"Chronic Liver Disease","Female","1315","124"
"Chronic Liver Disease","Male","1151","179"
"Chronic Liver Disease","Total","2474","304"
"Chronic Liver Disease","Unknown","8","1"
"Chronic Lung Disease","Female","30739","1252"
"Chronic Lung Disease","Male","19589","1297"
"Chronic Lung Disease","Total","50462","2551"
"Chronic Lung Disease","Unknown","134","2"
"Chronic Renal Disease","Female","5294","1010"
"Chronic Renal Disease","Male","5216","1268"
"Chronic Renal Disease","Total","10533","2279"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4959","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4969","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","28267","1807"
"Diabetes Mellitus","Male","24490","2270"
"Diabetes Mellitus","Total","52870","4081"
"Diabetes Mellitus","Unknown","113","4"
"Hypertension/High blood pressure","Female","16645","650"
"Hypertension/High blood pressure","Male","13079","735"
"Hypertension/High blood pressure","Total","29822","1389"
"Hypertension/High blood pressure","Unknown","98","4"
"ICU","Female","4469","1816"
"ICU","Male","5730","2448"
"ICU","Total","10217","4268"
"ICU","Unknown","18","4"
"Immunocompromised Condition","Female","10479","567"
"Immunocompromised Condition","Male","6168","660"
"Immunocompromised Condition","Total","16679","1229"
"Immunocompromised Condition","Unknown","32","2"
"Missing/Unknown status on all conditions","Female","203996","849"
"Missing/Unknown status on all conditions","Male","187091","1037"
"Missing/Unknown status on all conditions","Total","400026","1894"
"Missing/Unknown status on all conditions","Unknown","8939","8"
"None of the above conditions","Female","257086","6728"
"None of the above conditions","Male","208424","7590"
"None of the above conditions","Total","467174","14329"
"None of the above conditions","Unknown","1664","11"
"Obesity (BMI>40)","Female","5799","138"
"Obesity (BMI>40)","Male","3131","131"
"Obesity (BMI>40)","Total","8949","270"
"Obesity (BMI>40)","Unknown","19","1"
"Other Chronic Diseases","Female","33770","2052"
"Other Chronic Diseases","Male","22283","2101"
"Other Chronic Diseases","Total","56204","4156"
"Other Chronic Diseases","Unknown","151","3"
"Smoker","Female","26619","646"
"Smoker","Male","32862","1262"
"Smoker","Total","59597","1908"
"Smoker","Unknown","116","0"
"Total with completed information","Female","267426","7426"
"Total with completed information","Male","217546","8369"
"Total with completed information","Total","486697","15808"
"Total with completed information","Unknown","1725","13"
