"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","144292","5432"
"Any Chronic Condition","Male","113789","6248"
"Any Chronic Condition","Total","258449","11682"
"Any Chronic Condition","Unknown","368","2"
"Any Disability","Female","10594","1459"
"Any Disability","Male","8318","1328"
"Any Disability","Total","18934","2787"
"Any Disability","Unknown","22","0"
"Cardiovascular Disease","Female","28352","2835"
"Cardiovascular Disease","Male","25918","3445"
"Cardiovascular Disease","Total","54321","6281"
"Cardiovascular Disease","Unknown","51","1"
"Chronic Liver Disease","Female","1630","144"
"Chronic Liver Disease","Male","1417","220"
"Chronic Liver Disease","Total","3050","364"
"Chronic Liver Disease","Unknown","3","0"
"Chronic Lung Disease","Female","38528","1525"
"Chronic Lung Disease","Male","24780","1562"
"Chronic Lung Disease","Total","63387","3087"
"Chronic Lung Disease","Unknown","79","0"
"Chronic Renal Disease","Female","6337","1203"
"Chronic Renal Disease","Male","6136","1522"
"Chronic Renal Disease","Total","12483","2725"
"Chronic Renal Disease","Unknown","10","0"
"Currently Pregnant","Female","7080","13"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7083","13"
"Currently Pregnant","Unknown","3","0"
"Diabetes Mellitus","Female","33541","2239"
"Diabetes Mellitus","Male","28678","2757"
"Diabetes Mellitus","Total","62291","4998"
"Diabetes Mellitus","Unknown","72","2"
"Hypertension/High blood pressure","Female","26989","1264"
"Hypertension/High blood pressure","Male","21118","1386"
"Hypertension/High blood pressure","Total","48202","2650"
"Hypertension/High blood pressure","Unknown","95","0"
"ICU","Female","5677","2305"
"ICU","Male","7215","3085"
"ICU","Total","12914","5392"
"ICU","Unknown","22","2"
"Immunocompromised Condition","Female","9837","578"
"Immunocompromised Condition","Male","5726","664"
"Immunocompromised Condition","Total","15578","1242"
"Immunocompromised Condition","Unknown","15","0"
"Missing/Unknown status on all conditions","Female","310471","1073"
"Missing/Unknown status on all conditions","Male","287265","1236"
"Missing/Unknown status on all conditions","Total","606578","2311"
"Missing/Unknown status on all conditions","Unknown","8842","2"
"None of the above conditions","Female","333455","8809"
"None of the above conditions","Male","266586","10070"
"None of the above conditions","Total","601332","18883"
"None of the above conditions","Unknown","1291","4"
"Obesity (BMI>40)","Female","9613","293"
"Obesity (BMI>40)","Male","5235","273"
"Obesity (BMI>40)","Total","14866","566"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","36920","2289"
"Other Chronic Diseases","Male","24167","2329"
"Other Chronic Diseases","Total","61163","4618"
"Other Chronic Diseases","Unknown","76","0"
"Smoker","Female","33951","838"
"Smoker","Male","40487","1564"
"Smoker","Total","74525","2402"
"Smoker","Unknown","87","0"
"Total with completed information","Female","346842","9557"
"Total with completed information","Male","277583","10912"
"Total with completed information","Total","625771","20474"
"Total with completed information","Unknown","1346","5"
