"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","155997","6033"
"Any Chronic Condition","Male","123239","6917"
"Any Chronic Condition","Total","279580","12953"
"Any Chronic Condition","Unknown","344","3"
"Any Disability","Female","11586","1573"
"Any Disability","Male","9294","1425"
"Any Disability","Total","20906","2998"
"Any Disability","Unknown","26","0"
"Cardiovascular Disease","Female","29515","3051"
"Cardiovascular Disease","Male","27080","3716"
"Cardiovascular Disease","Total","56637","6769"
"Cardiovascular Disease","Unknown","42","2"
"Chronic Liver Disease","Female","1771","163"
"Chronic Liver Disease","Male","1554","250"
"Chronic Liver Disease","Total","3327","413"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","41976","1718"
"Chronic Lung Disease","Male","27104","1744"
"Chronic Lung Disease","Total","69167","3463"
"Chronic Lung Disease","Unknown","87","1"
"Chronic Renal Disease","Female","6713","1332"
"Chronic Renal Disease","Male","6509","1651"
"Chronic Renal Disease","Total","13230","2985"
"Chronic Renal Disease","Unknown","8","2"
"Currently Pregnant","Female","7929","23"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","7934","23"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","35743","2498"
"Diabetes Mellitus","Male","30536","3032"
"Diabetes Mellitus","Total","66341","5532"
"Diabetes Mellitus","Unknown","62","2"
"Hypertension/High blood pressure","Female","31380","1623"
"Hypertension/High blood pressure","Male","24602","1791"
"Hypertension/High blood pressure","Total","56067","3414"
"Hypertension/High blood pressure","Unknown","85","0"
"ICU","Female","6271","2646"
"ICU","Male","7905","3515"
"ICU","Total","14202","6164"
"ICU","Unknown","26","3"
"Immunocompromised Condition","Female","9305","554"
"Immunocompromised Condition","Male","5401","613"
"Immunocompromised Condition","Total","14716","1167"
"Immunocompromised Condition","Unknown","10","0"
"Missing/Unknown status on all conditions","Female","314337","1137"
"Missing/Unknown status on all conditions","Male","293484","1288"
"Missing/Unknown status on all conditions","Total","615940","2426"
"Missing/Unknown status on all conditions","Unknown","8119","1"
"None of the above conditions","Female","367321","10187"
"None of the above conditions","Male","294538","11729"
"None of the above conditions","Total","663240","21916"
"None of the above conditions","Unknown","1381","0"
"Obesity (BMI>40)","Female","11478","409"
"Obesity (BMI>40)","Male","6269","375"
"Obesity (BMI>40)","Total","17766","784"
"Obesity (BMI>40)","Unknown","19","0"
"Other Chronic Diseases","Female","38045","2477"
"Other Chronic Diseases","Male","24921","2502"
"Other Chronic Diseases","Total","63040","4979"
"Other Chronic Diseases","Unknown","74","0"
"Smoker","Female","37314","954"
"Smoker","Male","44170","1778"
"Smoker","Total","81556","2732"
"Smoker","Unknown","72","0"
"Total with completed information","Female","380818","10982"
"Total with completed information","Male","305377","12596"
"Total with completed information","Total","687609","23581"
"Total with completed information","Unknown","1414","3"
