"symptom date","cases","deaths","hospitalization"
"2020-09-24","0","1","0"
"2020-04-27","0","1","0"
"2020-02-01","1","0","0"
"2020-02-02","1","0","0"
"2020-02-03","1","0","0"
"2020-02-10","1","0","0"
"2020-02-13","1","0","0"
"2020-02-19","1","0","0"
"2020-02-19","1","0","0"
"2020-02-21","1","0","1"
"2020-02-21","1","0","0"
"2020-02-22","1","0","0"
"2020-02-23","1","0","1"
"2020-02-24","1","0","0"
"2020-02-25","2","0","0"
"2020-02-25","1","0","0"
"2020-02-26","1","0","1"
"2020-02-26","1","0","1"
"2020-02-28","1","0","0"
"2020-02-29","1","0","1"
"2020-02-29","1","0","0"
"2020-03-01","1","0","1"
"2020-03-01","1","0","0"
"2020-03-01","1","0","1"
"2020-03-01","5","0","1"
"2020-03-01","3","0","1"
"2020-03-01","1","0","0"
"2020-03-01","1","0","0"
"2020-03-02","1","0","1"
"2020-03-03","1","0","0"
"2020-03-03","1","0","0"
"2020-03-03","2","0","1"
"2020-03-03","1","0","1"
"2020-03-03","1","0","0"
"2020-03-04","4","0","0"
"2020-03-04","1","0","0"
"2020-03-04","2","0","0"
"2020-03-05","2","0","0"
"2020-03-05","1","0","0"
"2020-03-05","3","0","2"
"2020-03-05","1","0","1"
"2020-03-06","3","0","2"
"2020-03-06","2","0","2"
"2020-03-06","1","0","0"
"2020-03-06","2","0","1"
"2020-03-06","1","0","0"
"2020-03-07","4","0","2"
"2020-03-07","3","0","2"
"2020-03-07","4","0","1"
"2020-03-07","1","0","0"
"2020-03-07","1","0","0"
"2020-03-08","2","0","2"
"2020-03-08","1","0","1"
"2020-03-08","1","0","0"
"2020-03-08","1","0","0"
"2020-03-08","2","0","0"
"2020-03-09","7","0","1"
"2020-03-09","4","0","2"
"2020-03-09","3","0","1"
"2020-03-09","4","0","0"
"2020-03-09","1","0","0"
"2020-03-09","1","0","0"
"2020-03-09","2","0","0"
"2020-03-09","1","0","0"
"2020-03-10","1","0","0"
"2020-03-10","4","0","0"
"2020-03-10","1","0","0"
"2020-03-10","1","0","0"
"2020-03-10","10","0","1"
"2020-03-10","2","0","0"
"2020-03-10","1","0","0"
"2020-03-10","2","0","0"
"2020-03-10","3","0","0"
"2020-03-11","4","0","2"
"2020-03-11","1","0","0"
