"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","130505","4899"
"Any Chronic Condition","Male","103741","5595"
"Any Chronic Condition","Total","234722","10496"
"Any Chronic Condition","Unknown","476","2"
"Any Disability","Female","9638","1350"
"Any Disability","Male","7417","1208"
"Any Disability","Total","17084","2559"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","26854","2671"
"Cardiovascular Disease","Male","24491","3213"
"Cardiovascular Disease","Total","51417","5884"
"Cardiovascular Disease","Unknown","72","0"
"Chronic Liver Disease","Female","1478","135"
"Chronic Liver Disease","Male","1283","201"
"Chronic Liver Disease","Total","2767","336"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","34384","1372"
"Chronic Lung Disease","Male","21897","1420"
"Chronic Lung Disease","Total","56384","2792"
"Chronic Lung Disease","Unknown","103","0"
"Chronic Renal Disease","Female","5801","1122"
"Chronic Renal Disease","Male","5687","1392"
"Chronic Renal Disease","Total","11504","2514"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","5789","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5794","6"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","31037","2018"
"Diabetes Mellitus","Male","26735","2489"
"Diabetes Mellitus","Total","57866","4508"
"Diabetes Mellitus","Unknown","94","1"
"Hypertension/High blood pressure","Female","22539","990"
"Hypertension/High blood pressure","Male","17775","1052"
"Hypertension/High blood pressure","Total","40414","2042"
"Hypertension/High blood pressure","Unknown","100","0"
"ICU","Female","5086","2036"
"ICU","Male","6475","2725"
"ICU","Total","11572","4762"
"ICU","Unknown","11","1"
"Immunocompromised Condition","Female","10117","589"
"Immunocompromised Condition","Male","5899","673"
"Immunocompromised Condition","Total","16040","1262"
"Immunocompromised Condition","Unknown","24","0"
"Missing/Unknown status on all conditions","Female","217862","864"
"Missing/Unknown status on all conditions","Male","200595","1038"
"Missing/Unknown status on all conditions","Total","425846","1906"
"Missing/Unknown status on all conditions","Unknown","7389","4"
"None of the above conditions","Female","290062","7305"
"None of the above conditions","Male","235089","8230"
"None of the above conditions","Total","526620","15537"
"None of the above conditions","Unknown","1469","2"
"Obesity (BMI>40)","Female","7902","222"
"Obesity (BMI>40)","Male","4287","192"
"Obesity (BMI>40)","Total","12209","414"
"Obesity (BMI>40)","Unknown","20","0"
"Other Chronic Diseases","Female","35550","2191"
"Other Chronic Diseases","Male","23376","2232"
"Other Chronic Diseases","Total","59043","4423"
"Other Chronic Diseases","Unknown","117","0"
"Smoker","Female","30196","749"
"Smoker","Male","37028","1424"
"Smoker","Total","67326","2173"
"Smoker","Unknown","102","0"
"Total with completed information","Female","300793","7993"
"Total with completed information","Male","244354","9010"
"Total with completed information","Total","546667","17006"
"Total with completed information","Unknown","1520","3"
