"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","122960","4733"
"Any Chronic Condition","Male","97889","5449"
"Any Chronic Condition","Total","221310","10184"
"Any Chronic Condition","Unknown","461","2"
"Any Disability","Female","9066","1314"
"Any Disability","Male","6928","1176"
"Any Disability","Total","16023","2491"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","25999","2608"
"Cardiovascular Disease","Male","23692","3127"
"Cardiovascular Disease","Total","49763","5736"
"Cardiovascular Disease","Unknown","72","1"
"Chronic Liver Disease","Female","1396","133"
"Chronic Liver Disease","Male","1211","194"
"Chronic Liver Disease","Total","2613","327"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","32275","1329"
"Chronic Lung Disease","Male","20509","1376"
"Chronic Lung Disease","Total","52883","2705"
"Chronic Lung Disease","Unknown","99","0"
"Chronic Renal Disease","Female","5520","1090"
"Chronic Renal Disease","Male","5440","1351"
"Chronic Renal Disease","Total","10978","2441"
"Chronic Renal Disease","Unknown","18","0"
"Currently Pregnant","Female","5288","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5294","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","29525","1947"
"Diabetes Mellitus","Male","25518","2427"
"Diabetes Mellitus","Total","55134","4375"
"Diabetes Mellitus","Unknown","91","1"
"Hypertension/High blood pressure","Female","19450","885"
"Hypertension/High blood pressure","Male","15362","958"
"Hypertension/High blood pressure","Total","34905","1843"
"Hypertension/High blood pressure","Unknown","93","0"
"ICU","Female","4784","1958"
"ICU","Male","6120","2632"
"ICU","Total","10917","4591"
"ICU","Unknown","13","1"
"Immunocompromised Condition","Female","11007","619"
"Immunocompromised Condition","Male","6420","712"
"Immunocompromised Condition","Total","17455","1331"
"Immunocompromised Condition","Unknown","28","0"
"Missing/Unknown status on all conditions","Female","199112","841"
"Missing/Unknown status on all conditions","Male","183592","1008"
"Missing/Unknown status on all conditions","Total","389926","1851"
"Missing/Unknown status on all conditions","Unknown","7222","2"
"None of the above conditions","Female","270949","7095"
"None of the above conditions","Male","220302","8000"
"None of the above conditions","Total","492670","15097"
"None of the above conditions","Unknown","1419","2"
"Obesity (BMI>40)","Female","6799","195"
"Obesity (BMI>40)","Male","3688","174"
"Obesity (BMI>40)","Total","10501","369"
"Obesity (BMI>40)","Unknown","14","0"
"Other Chronic Diseases","Female","34737","2134"
"Other Chronic Diseases","Male","22904","2182"
"Other Chronic Diseases","Total","57761","4316"
"Other Chronic Diseases","Unknown","120","0"
"Smoker","Female","28098","722"
"Smoker","Male","34644","1381"
"Smoker","Total","62845","2103"
"Smoker","Unknown","103","0"
"Total with completed information","Female","280982","7783"
"Total with completed information","Male","229100","8770"
"Total with completed information","Total","511546","16556"
"Total with completed information","Unknown","1464","3"
