"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","179162","6448"
"Any Chronic Condition","Male","137763","7517"
"Any Chronic Condition","Total","317329","13968"
"Any Chronic Condition","Unknown","404","3"
"Any Disability","Female","13072","1662"
"Any Disability","Male","10678","1571"
"Any Disability","Total","23783","3233"
"Any Disability","Unknown","33","0"
"Cardiovascular Disease","Female","32054","3240"
"Cardiovascular Disease","Male","29320","3993"
"Cardiovascular Disease","Total","61423","7235"
"Cardiovascular Disease","Unknown","49","2"
"Chronic Liver Disease","Female","2052","182"
"Chronic Liver Disease","Male","1750","278"
"Chronic Liver Disease","Total","3804","460"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","48681","1873"
"Chronic Lung Disease","Male","31075","1896"
"Chronic Lung Disease","Total","79869","3769"
"Chronic Lung Disease","Unknown","113","0"
"Chronic Renal Disease","Female","7445","1430"
"Chronic Renal Disease","Male","7248","1808"
"Chronic Renal Disease","Total","14704","3240"
"Chronic Renal Disease","Unknown","11","2"
"Currently Pregnant","Female","11426","26"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","11434","26"
"Currently Pregnant","Unknown","8","0"
"Diabetes Mellitus","Female","39701","2665"
"Diabetes Mellitus","Male","33509","3262"
"Diabetes Mellitus","Total","73295","5929"
"Diabetes Mellitus","Unknown","85","2"
"Hypertension/High blood pressure","Female","38126","1888"
"Hypertension/High blood pressure","Male","29723","2117"
"Hypertension/High blood pressure","Total","67950","4005"
"Hypertension/High blood pressure","Unknown","101","0"
"ICU","Female","6821","2861"
"ICU","Male","8612","3819"
"ICU","Total","15463","6682"
"ICU","Unknown","30","2"
"Immunocompromised Condition","Female","9240","546"
"Immunocompromised Condition","Male","5325","609"
"Immunocompromised Condition","Total","14577","1155"
"Immunocompromised Condition","Unknown","12","0"
"Missing/Unknown status on all conditions","Female","558367","1329"
"Missing/Unknown status on all conditions","Male","492549","1525"
"Missing/Unknown status on all conditions","Total","1064845","2856"
"Missing/Unknown status on all conditions","Unknown","13929","2"
"None of the above conditions","Female","460455","11763"
"None of the above conditions","Male","357474","13692"
"None of the above conditions","Total","819746","25457"
"None of the above conditions","Unknown","1817","2"
"Obesity (BMI>40)","Female","13985","470"
"Obesity (BMI>40)","Male","7460","443"
"Obesity (BMI>40)","Total","21468","913"
"Obesity (BMI>40)","Unknown","23","0"
"Other Chronic Diseases","Female","40451","2608"
"Other Chronic Diseases","Male","26261","2688"
"Other Chronic Diseases","Total","66779","5296"
"Other Chronic Diseases","Unknown","67","0"
"Smoker","Female","42507","1028"
"Smoker","Male","49172","1953"
"Smoker","Total","91763","2981"
"Smoker","Unknown","84","0"
"Total with completed information","Female","478147","12591"
"Total with completed information","Male","369783","14598"
"Total with completed information","Total","849797","27193"
"Total with completed information","Unknown","1867","4"
