"","province","area_type","area_name","confirmedCount","currentConfirmedCount","suspectedCount","deadCount","curedCount","comment"
"1","黑龙江省","city","七台河","17","4","0","0","13",NA
"2","海南省","city","万宁","13","1","0","0","12",NA
"3","重庆市","city","万州区","118","30","0","4","84",NA
"4","重庆市","city","万盛经开区","1","1","0","0","0",NA
"5","海南省","city","三亚","54","10","0","1","43",NA
"6","福建省","city","三明","14","6","0","0","8",NA
"7","河南省","city","三门峡","7","0","0","1","6",NA
"8","江西省","city","上饶","123","14","0","0","109",NA
"9","天津市","city","东丽区","4","0","0","0","4",NA
"10","北京市","city","东城区","13","12","0","0","1",NA
"11","海南省","city","东方","3","1","0","0","2",NA
"12","广东省","city","东莞","98","42","0","1","55",NA
"13","重庆市","city","两江新区","17","3","0","0","14",NA
"14","浙江省","city","丽水","17","0","0","0","17",NA
"15","云南省","city","丽江","7","0","0","0","7",NA
"16","宁夏回族自治区","city","中卫","4","1","0","0","3",NA
"17","广东省","city","中山","66","8","0","0","58",NA
"18","北京市","city","丰台区","42","39","0","0","3",NA
"19","重庆市","city","丰都县","10","4","0","0","6",NA
"20","甘肃省","city","临夏","3","0","0","0","3",NA
"21","山西省","city","临汾","2","0","0","0","2",NA
"22","山东省","city","临沂","49","4","0","0","45",NA
"23","云南省","city","临沧","1","0","0","0","1",NA
"24","海南省","city","临高","6","0","0","0","6",NA
"25","辽宁省","city","丹东","7","1","0","0","6",NA
"26","内蒙古自治区","city","乌兰察布","3","1","0","0","2",NA
"27","内蒙古自治区","city","乌海市","2","0","0","0","2",NA
"28","新疆维吾尔自治区","city","乌鲁木齐","23","7","0","0","16",NA
"29","海南省","city","乐东","2","0","0","0","2",NA
"30","四川省","city","乐山","3","0","0","0","3",NA
"31","江西省","city","九江","118","27","0","0","91",NA
"32","重庆市","city","九龙坡区","21","5","0","1","15",NA
"33","重庆市","city","云阳县","25","3","0","0","22",NA
"34","安徽省","city","亳州","108","9","0","0","99",NA
"35","湖北省","city","仙桃","575","168","0","19","388",NA
"36","黑龙江省","city","伊春","1","0","0","0","1",NA
"37","新疆维吾尔自治区","city","伊犁州","18","6","0","0","12",NA
"38","广东省","city","佛山","84","37","0","0","47",NA
"39","黑龙江省","city","佳木斯","15","0","0","0","15",NA
"40","海南省","city","保亭","3","2","0","0","1",NA
"41","河北省","city","保定","32","0","0","0","32",NA
"42","云南省","city","保山","9","1","0","0","8",NA
"43","河南省","city","信阳","274","40","0","2","232",NA
"44","海南省","city","儋州","15","2","0","1","12",NA
"45","吉林省","city","公主岭","6","1","0","0","5",NA
