"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","120299","4581"
"Any Chronic Condition","Male","95704","5281"
"Any Chronic Condition","Total","216463","9864"
"Any Chronic Condition","Unknown","460","2"
"Any Disability","Female","8755","1267"
"Any Disability","Male","6688","1148"
"Any Disability","Total","15472","2416"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","25724","2549"
"Cardiovascular Disease","Male","23435","3045"
"Cardiovascular Disease","Total","49228","5595"
"Cardiovascular Disease","Unknown","69","1"
"Chronic Liver Disease","Female","1357","129"
"Chronic Liver Disease","Male","1174","182"
"Chronic Liver Disease","Total","2537","311"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","31598","1287"
"Chronic Lung Disease","Male","20064","1333"
"Chronic Lung Disease","Total","51767","2620"
"Chronic Lung Disease","Unknown","105","0"
"Chronic Renal Disease","Female","5417","1042"
"Chronic Renal Disease","Male","5330","1302"
"Chronic Renal Disease","Total","10765","2344"
"Chronic Renal Disease","Unknown","18","0"
"Currently Pregnant","Female","5146","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5152","6"
"Currently Pregnant","Unknown","6","0"
"Diabetes Mellitus","Female","28946","1874"
"Diabetes Mellitus","Male","25061","2356"
"Diabetes Mellitus","Total","54096","4231"
"Diabetes Mellitus","Unknown","89","1"
"Hypertension/High blood pressure","Female","18108","744"
"Hypertension/High blood pressure","Male","14253","831"
"Hypertension/High blood pressure","Total","32447","1575"
"Hypertension/High blood pressure","Unknown","86","0"
"ICU","Female","4625","1876"
"ICU","Male","5904","2526"
"ICU","Total","10543","4403"
"ICU","Unknown","14","1"
"Immunocompromised Condition","Female","10775","591"
"Immunocompromised Condition","Male","6308","685"
"Immunocompromised Condition","Total","17112","1276"
"Immunocompromised Condition","Unknown","29","0"
"Missing/Unknown status on all conditions","Female","201866","849"
"Missing/Unknown status on all conditions","Male","185803","1026"
"Missing/Unknown status on all conditions","Total","395568","1877"
"Missing/Unknown status on all conditions","Unknown","7899","2"
"None of the above conditions","Female","264696","6913"
"None of the above conditions","Male","214731","7809"
"None of the above conditions","Total","480865","14724"
"None of the above conditions","Unknown","1438","2"
"Obesity (BMI>40)","Female","6333","164"
"Obesity (BMI>40)","Male","3438","153"
"Obesity (BMI>40)","Total","9786","317"
"Obesity (BMI>40)","Unknown","15","0"
"Other Chronic Diseases","Female","34309","2097"
"Other Chronic Diseases","Male","22610","2142"
"Other Chronic Diseases","Total","57036","4239"
"Other Chronic Diseases","Unknown","117","0"
"Smoker","Female","27403","679"
"Smoker","Male","33837","1310"
"Smoker","Total","61344","1989"
"Smoker","Unknown","104","0"
"Total with completed information","Female","274920","7604"
"Total with completed information","Male","223723","8584"
"Total with completed information","Total","500126","16191"
"Total with completed information","Unknown","1483","3"
