"symptom date","cases","deaths","hospitalization"
"2020-12-03","0","1","0"
"2020-04-27","0","1","0"
"2020-02-01","1","0","0"
"2020-02-02","1","0","0"
"2020-02-03","1","0","0"
"2020-02-10","1","0","0"
"2020-02-13","1","0","0"
"2020-02-13","1","0","0"
"2020-02-19","1","0","0"
"2020-02-19","1","0","0"
"2020-02-21","1","0","1"
"2020-02-21","1","0","0"
"2020-02-22","1","0","0"
"2020-02-23","1","0","1"
"2020-02-24","1","0","0"
"2020-02-25","2","0","0"
"2020-02-25","1","0","0"
"2020-02-25","1","0","0"
"2020-02-26","1","0","1"
"2020-02-26","1","0","1"
"2020-02-28","2","0","0"
"2020-02-29","1","0","1"
"2020-02-29","1","0","0"
"2020-03-01","1","0","1"
"2020-03-01","1","0","0"
"2020-03-01","1","0","1"
"2020-03-01","1","0","0"
"2020-03-01","5","0","1"
"2020-03-01","3","0","1"
"2020-03-01","1","0","0"
"2020-03-02","1","0","1"
"2020-03-03","1","0","0"
"2020-03-03","1","0","0"
"2020-03-03","3","0","1"
"2020-03-03","1","0","1"
"2020-03-04","3","0","0"
"2020-03-04","1","0","0"
"2020-03-04","2","0","0"
"2020-03-05","3","0","1"
"2020-03-05","1","0","0"
"2020-03-05","3","0","2"
"2020-03-06","4","0","2"
"2020-03-06","2","0","2"
"2020-03-06","1","0","0"
"2020-03-06","2","0","1"
"2020-03-07","5","0","2"
"2020-03-07","3","0","2"
"2020-03-07","4","0","1"
"2020-03-07","1","0","0"
"2020-03-08","2","0","2"
"2020-03-08","1","0","1"
"2020-03-08","1","0","0"
"2020-03-08","1","0","0"
"2020-03-08","2","0","0"
"2020-03-09","1","0","0"
"2020-03-09","8","0","1"
"2020-03-09","1","0","0"
"2020-03-09","4","0","2"
"2020-03-09","3","0","1"
"2020-03-09","3","0","0"
"2020-03-09","1","0","0"
"2020-03-09","2","0","0"
"2020-03-09","1","0","0"
"2020-03-10","1","0","0"
"2020-03-10","6","0","0"
"2020-03-10","1","0","0"
"2020-03-10","1","0","0"
"2020-03-10","12","0","1"
"2020-03-10","2","0","0"
"2020-03-10","1","0","0"
"2020-03-10","2","0","0"
"2020-03-11","5","0","2"
"2020-03-11","1","0","0"
"2020-03-11","2","0","0"
"2020-03-11","9","0","2"
"2020-03-11","2","0","0"
"2020-03-11","1","0","0"
"2020-03-11","1","0","0"
"2020-03-12","1","0","1"
"2020-03-12","9","0","4"
"2020-03-12","3","0","1"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","1","0","0"
"2020-03-12","6","0","0"
"2020-03-12","6","0","1"
"2020-03-12","1","0","0"
"2020-03-12","2","0","0"
"2020-03-12","1","0","0"
"2020-03-13","1","0","1"
"2020-03-13","1","0","0"
"2020-03-13","2","0","0"
"2020-03-13","12","0","3"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","10","0","1"
"2020-03-13","4","0","0"
"2020-03-13","1","0","1"
"2020-03-13","2","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-13","1","0","0"
"2020-03-14","2","0","0"
"2020-03-14","8","0","2"
"2020-03-14","1","0","0"
"2020-03-14","3","0","0"
"2020-03-14","1","0","1"
"2020-03-14","9","0","1"
"2020-03-14","3","0","0"
"2020-03-14","1","0","1"
"2020-03-14","1","0","0"
"2020-03-14","1","0","0"
"2020-03-14","3","0","1"
"2020-03-15","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","18","1","5"
"2020-03-15","6","0","0"
"2020-03-15","1","0","0"
"2020-03-15","1","0","0"
"2020-03-15","9","0","0"
"2020-03-15","4","0","0"
"2020-03-15","1","0","0"
"2020-03-15","2","0","0"
"2020-03-16","1","0","0"
"2020-03-16","1","0","1"
"2020-03-16","31","0","10"
"2020-03-16","5","0","2"
"2020-03-16","21","0","1"
"2020-03-16","7","0","1"
"2020-03-16","2","0","0"
"2020-03-16","5","0","0"
"2020-03-16","2","0","0"
"2020-03-17","2","0","0"
"2020-03-17","28","1","5"
"2020-03-17","7","0","2"
"2020-03-17","1","0","1"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-17","17","0","1"
"2020-03-17","9","0","1"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-17","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","39","0","8"
"2020-03-18","7","0","3"
"2020-03-18","1","0","0"
"2020-03-18","15","0","0"
"2020-03-18","6","0","0"
"2020-03-18","2","0","0"
"2020-03-18","1","0","0"
"2020-03-18","1","0","0"
"2020-03-18","3","0","0"
"2020-03-19","1","0","0"
"2020-03-19","31","1","4"
"2020-03-19","2","0","0"
"2020-03-19","2","0","0"
"2020-03-19","2","0","0"
"2020-03-19","2","0","0"
"2020-03-19","13","0","1"
"2020-03-19","7","0","0"
"2020-03-19","2","0","0"
"2020-03-20","1","0","0"
"2020-03-20","3","0","0"
"2020-03-20","28","1","3"
"2020-03-20","7","0","3"
"2020-03-20","2","0","1"
"2020-03-20","15","0","2"
"2020-03-20","14","0","1"
"2020-03-20","1","0","1"
"2020-03-20","1","0","0"
"2020-03-20","1","0","0"
"2020-03-20","1","0","0"
"2020-03-21","2","0","1"
"2020-03-21","24","0","6"
"2020-03-21","2","0","1"
"2020-03-21","1","0","0"
"2020-03-21","1","0","0"
"2020-03-21","16","0","0"
"2020-03-21","4","0","0"
"2020-03-21","1","0","0"
"2020-03-21","3","0","0"
"2020-03-21","1","0","0"
"2020-03-22","1","0","1"
"2020-03-22","1","0","0"
"2020-03-22","10","0","1"
"2020-03-22","2","0","1"
"2020-03-22","1","0","1"
"2020-03-22","1","0","0"
"2020-03-22","1","0","0"
"2020-03-22","19","0","1"
"2020-03-22","6","0","0"
"2020-03-22","1","0","0"
"2020-03-22","2","0","0"
"2020-03-23","1","0","0"
"2020-03-23","1","0","0"
"2020-03-23","1","0","0"
"2020-03-23","38","0","8"
"2020-03-23","8","0","0"
"2020-03-23","1","0","0"
"2020-03-23","2","0","1"
"2020-03-23","28","0","2"
"2020-03-23","9","0","1"
"2020-03-23","6","0","1"
"2020-03-23","1","0","0"
"2020-03-23","2","0","0"
"2020-03-23","3","0","0"
"2020-03-24","3","0","0"
"2020-03-24","1","0","0"
"2020-03-24","36","0","7"
"2020-03-24","3","0","1"
"2020-03-24","1","0","0"
"2020-03-24","1","0","0"
"2020-03-24","1","0","0"
"2020-03-24","9","0","0"
"2020-03-24","7","0","0"
"2020-03-24","1","0","1"
"2020-03-24","4","0","1"
"2020-03-24","2","0","0"
"2020-03-25","8","0","1"
"2020-03-25","1","0","0"
"2020-03-25","47","0","3"
"2020-03-25","12","0","4"
"2020-03-25","1","0","0"
"2020-03-25","1","0","1"
"2020-03-25","1","0","0"
"2020-03-25","12","0","2"
"2020-03-25","3","0","0"
"2020-03-25","3","0","0"
"2020-03-25","1","0","0"
"2020-03-25","2","0","0"
"2020-03-25","1","0","0"
"2020-03-25","1","0","0"
"2020-03-26","1","0","0"
"2020-03-26","1","0","0"
"2020-03-26","1","0","0"
"2020-03-26","31","0","6"
"2020-03-26","6","0","2"
"2020-03-26","2","0","0"
"2020-03-26","1","0","0"
"2020-03-26","21","0","0"
"2020-03-26","2","0","0"
"2020-03-26","3","0","0"
"2020-03-26","1","0","0"
"2020-03-26","2","0","0"
"2020-03-27","1","0","0"
"2020-03-27","3","0","0"
"2020-03-27","43","0","7"
"2020-03-27","9","0","1"
"2020-03-27","2","0","1"
"2020-03-27","2","0","0"
"2020-03-27","18","0","2"
"2020-03-27","8","0","2"
"2020-03-27","3","0","0"
"2020-03-27","1","0","0"
"2020-03-27","2","0","0"
"2020-03-28","2","0","0"
"2020-03-28","1","0","0"
"2020-03-28","22","0","6"
"2020-03-28","5","0","1"
"2020-03-28","1","0","1"
"2020-03-28","1","0","0"
"2020-03-28","2","0","0"
"2020-03-28","1","0","0"
"2020-03-28","1","0","0"
"2020-03-28","15","0","2"
"2020-03-28","7","0","1"
"2020-03-28","1","0","0"
"2020-03-28","2","0","0"
"2020-03-28","2","0","0"
"2020-03-28","1","0","0"
"2020-03-29","1","0","1"
"2020-03-29","24","0","4"
"2020-03-29","2","0","1"
"2020-03-29","1","0","1"
"2020-03-29","1","0","0"
"2020-03-29","1","0","0"
"2020-03-29","15","0","0"
"2020-03-29","4","1","1"
"2020-03-29","1","0","0"
"2020-03-29","1","0","0"
"2020-03-29","1","0","0"
"2020-03-30","1","0","0"
"2020-03-30","3","0","0"
"2020-03-30","37","3","3"
"2020-03-30","13","0","4"
"2020-03-30","1","0","0"
