"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","129386","4883"
"Any Chronic Condition","Male","102920","5572"
"Any Chronic Condition","Total","232775","10457"
"Any Chronic Condition","Unknown","469","2"
"Any Disability","Female","9578","1350"
"Any Disability","Male","7346","1205"
"Any Disability","Total","16953","2556"
"Any Disability","Unknown","29","1"
"Cardiovascular Disease","Female","26722","2667"
"Cardiovascular Disease","Male","24360","3200"
"Cardiovascular Disease","Total","51153","5867"
"Cardiovascular Disease","Unknown","71","0"
"Chronic Liver Disease","Female","1464","135"
"Chronic Liver Disease","Male","1271","200"
"Chronic Liver Disease","Total","2741","335"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","34086","1368"
"Chronic Lung Disease","Male","21667","1414"
"Chronic Lung Disease","Total","55853","2782"
"Chronic Lung Disease","Unknown","100","0"
"Chronic Renal Disease","Female","5755","1121"
"Chronic Renal Disease","Male","5651","1389"
"Chronic Renal Disease","Total","11422","2510"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","5711","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","5716","6"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","30825","2008"
"Diabetes Mellitus","Male","26568","2479"
"Diabetes Mellitus","Total","57485","4488"
"Diabetes Mellitus","Unknown","92","1"
"Hypertension/High blood pressure","Female","22146","982"
"Hypertension/High blood pressure","Male","17489","1038"
"Hypertension/High blood pressure","Total","39731","2020"
"Hypertension/High blood pressure","Unknown","96","0"
"ICU","Female","5053","2024"
"ICU","Male","6424","2709"
"ICU","Total","11488","4734"
"ICU","Unknown","11","1"
"Immunocompromised Condition","Female","10147","589"
"Immunocompromised Condition","Male","5930","673"
"Immunocompromised Condition","Total","16101","1262"
"Immunocompromised Condition","Unknown","24","0"
"Missing/Unknown status on all conditions","Female","210980","856"
"Missing/Unknown status on all conditions","Male","194615","1027"
"Missing/Unknown status on all conditions","Total","412852","1885"
"Missing/Unknown status on all conditions","Unknown","7257","2"
"None of the above conditions","Female","286951","7284"
"None of the above conditions","Male","232885","8195"
"None of the above conditions","Total","521286","15481"
"None of the above conditions","Unknown","1450","2"
"Obesity (BMI>40)","Female","7755","218"
"Obesity (BMI>40)","Male","4226","191"
"Obesity (BMI>40)","Total","12000","409"
"Obesity (BMI>40)","Unknown","19","0"
"Other Chronic Diseases","Female","35410","2187"
"Other Chronic Diseases","Male","23295","2227"
"Other Chronic Diseases","Total","58822","4414"
"Other Chronic Diseases","Unknown","117","0"
"Smoker","Female","29899","746"
"Smoker","Male","36698","1415"
"Smoker","Total","66697","2161"
"Smoker","Unknown","100","0"
"Total with completed information","Female","297484","7970"
"Total with completed information","Male","242034","8971"
"Total with completed information","Total","541018","16944"
"Total with completed information","Unknown","1500","3"
