"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","113989","4334"
"Any Chronic Condition","Male","90655","5006"
"Any Chronic Condition","Total","205196","9346"
"Any Chronic Condition","Unknown","552","6"
"Any Disability","Female","8202","1199"
"Any Disability","Male","6201","1093"
"Any Disability","Total","14440","2296"
"Any Disability","Unknown","37","4"
"Cardiovascular Disease","Female","25103","2435"
"Cardiovascular Disease","Male","22803","2926"
"Cardiovascular Disease","Total","47992","5363"
"Cardiovascular Disease","Unknown","86","2"
"Chronic Liver Disease","Female","1289","121"
"Chronic Liver Disease","Male","1126","174"
"Chronic Liver Disease","Total","2422","295"
"Chronic Liver Disease","Unknown","7","0"
"Chronic Lung Disease","Female","29981","1215"
"Chronic Lung Disease","Male","19073","1264"
"Chronic Lung Disease","Total","49181","2479"
"Chronic Lung Disease","Unknown","127","0"
"Chronic Renal Disease","Female","5193","988"
"Chronic Renal Disease","Male","5101","1237"
"Chronic Renal Disease","Total","10317","2226"
"Chronic Renal Disease","Unknown","23","1"
"Currently Pregnant","Female","4814","6"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","4824","6"
"Currently Pregnant","Unknown","10","0"
"Diabetes Mellitus","Female","27693","1776"
"Diabetes Mellitus","Male","23974","2218"
"Diabetes Mellitus","Total","51783","3996"
"Diabetes Mellitus","Unknown","116","2"
"Hypertension/High blood pressure","Female","15470","601"
"Hypertension/High blood pressure","Male","12143","684"
"Hypertension/High blood pressure","Total","27707","1287"
"Hypertension/High blood pressure","Unknown","94","2"
"ICU","Female","4347","1773"
"ICU","Male","5599","2403"
"ICU","Total","9963","4179"
"ICU","Unknown","17","3"
"Immunocompromised Condition","Female","10215","548"
"Immunocompromised Condition","Male","6013","642"
"Immunocompromised Condition","Total","16260","1191"
"Immunocompromised Condition","Unknown","32","1"
"Missing/Unknown status on all conditions","Female","203197","845"
"Missing/Unknown status on all conditions","Male","186003","1031"
"Missing/Unknown status on all conditions","Total","398286","1885"
"Missing/Unknown status on all conditions","Unknown","9086","9"
"None of the above conditions","Female","250239","6531"
"None of the above conditions","Male","202719","7409"
"None of the above conditions","Total","454617","13950"
"None of the above conditions","Unknown","1659","10"
"Obesity (BMI>40)","Female","5357","129"
"Obesity (BMI>40)","Male","2914","123"
"Obesity (BMI>40)","Total","8289","252"
"Obesity (BMI>40)","Unknown","18","0"
"Other Chronic Diseases","Female","33345","2008"
"Other Chronic Diseases","Male","22018","2070"
"Other Chronic Diseases","Total","55517","4080"
"Other Chronic Diseases","Unknown","154","2"
"Smoker","Female","25868","624"
"Smoker","Male","31963","1221"
"Smoker","Total","57945","1845"
"Smoker","Unknown","114","0"
"Total with completed information","Female","260567","7226"
"Total with completed information","Male","211816","8181"
"Total with completed information","Total","474110","15419"
"Total with completed information","Unknown","1727","12"
