"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","53820","2441"
"Any Chronic Condition","Male","44077","2710"
"Any Chronic Condition","Total","98210","5152"
"Any Chronic Condition","Unknown","313","1"
"Cardiovascular Disease","Female","16902","1569"
"Cardiovascular Disease","Male","14507","1767"
"Cardiovascular Disease","Total","31474","3336"
"Cardiovascular Disease","Unknown","65","0"
"Chronic Liver Disease","Female","663","68"
"Chronic Liver Disease","Male","592","99"
"Chronic Liver Disease","Total","1257","167"
"Chronic Liver Disease","Unknown","2","0"
"Chronic Lung Disease","Female","15587","723"
"Chronic Lung Disease","Male","9821","719"
"Chronic Lung Disease","Total","25507","1442"
"Chronic Lung Disease","Unknown","99","0"
"Chronic Renal Disease","Female","3134","615"
"Chronic Renal Disease","Male","2871","716"
"Chronic Renal Disease","Total","6021","1331"
"Chronic Renal Disease","Unknown","16","0"
"Currently Pregnant","Female","2744","5"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","2749","5"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","15638","1027"
"Diabetes Mellitus","Male","13175","1266"
"Diabetes Mellitus","Total","28892","2294"
"Diabetes Mellitus","Unknown","79","1"
"ICU","Female","2838","1061"
"ICU","Male","3611","1440"
"ICU","Total","6463","2503"
"ICU","Unknown","14","2"
"Immunocompromised Condition","Female","5189","299"
"Immunocompromised Condition","Male","3206","355"
"Immunocompromised Condition","Total","8410","654"
"Immunocompromised Condition","Unknown","15","0"
"Missing/Unknown status on all conditions","Female","83878","656"
"Missing/Unknown status on all conditions","Male","79324","748"
"Missing/Unknown status on all conditions","Total","168128","1406"
"Missing/Unknown status on all conditions","Unknown","4926","2"
"Neurologic/Neurodevelopmental","Female","3928","722"
"Neurologic/Neurodevelopmental","Male","2690","619"
"Neurologic/Neurodevelopmental","Total","6640","1341"
"Neurologic/Neurodevelopmental","Unknown","22","0"
"None of the above conditions","Female","129498","3095"
"None of the above conditions","Male","104669","3285"
"None of the above conditions","Total","235243","6381"
"None of the above conditions","Unknown","1076","1"
"Other Chronic Diseases","Female","8386","771"
"Other Chronic Diseases","Male","5336","756"
"Other Chronic Diseases","Total","13768","1527"
"Other Chronic Diseases","Unknown","46","0"
"Smoker","Female","13737","332"
"Smoker","Male","17667","657"
"Smoker","Total","31490","989"
"Smoker","Unknown","86","0"
"Total with completed information","Female","135075","3525"
"Total with completed information","Male","109599","3783"
"Total with completed information","Total","245781","7310"
"Total with completed information","Unknown","1107","2"
