"comorbidity","sex","cases","deaths"
"Any Chronic Condition","Female","134266","4966"
"Any Chronic Condition","Male","106423","5692"
"Any Chronic Condition","Total","241159","10659"
"Any Chronic Condition","Unknown","470","1"
"Any Disability","Female","9879","1371"
"Any Disability","Male","7617","1232"
"Any Disability","Total","17522","2603"
"Any Disability","Unknown","26","0"
"Cardiovascular Disease","Female","27255","2689"
"Cardiovascular Disease","Male","24858","3247"
"Cardiovascular Disease","Total","52179","5936"
"Cardiovascular Disease","Unknown","66","0"
"Chronic Liver Disease","Female","1519","136"
"Chronic Liver Disease","Male","1316","206"
"Chronic Liver Disease","Total","2841","342"
"Chronic Liver Disease","Unknown","6","0"
"Chronic Lung Disease","Female","35526","1387"
"Chronic Lung Disease","Male","22717","1447"
"Chronic Lung Disease","Total","58345","2834"
"Chronic Lung Disease","Unknown","102","0"
"Chronic Renal Disease","Female","5936","1133"
"Chronic Renal Disease","Male","5810","1420"
"Chronic Renal Disease","Total","11760","2553"
"Chronic Renal Disease","Unknown","14","0"
"Currently Pregnant","Female","6169","7"
"Currently Pregnant","Male","0","0"
"Currently Pregnant","Total","6174","7"
"Currently Pregnant","Unknown","5","0"
"Diabetes Mellitus","Female","31696","2049"
"Diabetes Mellitus","Male","27246","2522"
"Diabetes Mellitus","Total","59037","4572"
"Diabetes Mellitus","Unknown","95","1"
"Hypertension/High blood pressure","Female","23717","1032"
"Hypertension/High blood pressure","Male","18692","1097"
"Hypertension/High blood pressure","Total","42513","2129"
"Hypertension/High blood pressure","Unknown","104","0"
"ICU","Female","5205","2060"
"ICU","Male","6652","2766"
"ICU","Total","11871","4827"
"ICU","Unknown","14","1"
"Immunocompromised Condition","Female","10024","585"
"Immunocompromised Condition","Male","5851","671"
"Immunocompromised Condition","Total","15894","1256"
"Immunocompromised Condition","Unknown","19","0"
"Missing/Unknown status on all conditions","Female","247054","896"
"Missing/Unknown status on all conditions","Male","227340","1067"
"Missing/Unknown status on all conditions","Total","482218","1964"
"Missing/Unknown status on all conditions","Unknown","7824","1"
"None of the above conditions","Female","300984","7467"
"None of the above conditions","Male","242725","8454"
"None of the above conditions","Total","545156","15921"
"None of the above conditions","Unknown","1447","0"
"Obesity (BMI>40)","Female","8307","227"
"Obesity (BMI>40)","Male","4534","201"
"Obesity (BMI>40)","Total","12862","428"
"Obesity (BMI>40)","Unknown","21","0"
"Other Chronic Diseases","Female","35903","2205"
"Other Chronic Diseases","Male","23572","2254"
"Other Chronic Diseases","Total","59588","4459"
"Other Chronic Diseases","Unknown","113","0"
"Smoker","Female","31199","759"
"Smoker","Male","37885","1449"
"Smoker","Total","69184","2208"
"Smoker","Unknown","100","0"
"Total with completed information","Female","312576","8162"
"Total with completed information","Male","252591","9237"
"Total with completed information","Total","566674","17400"
"Total with completed information","Unknown","1507","1"
